,Job Title,Experience,Education,Company Name,Salary Estimate,Location,Rating,Is Remote,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape
982,Frontend Engineer,4,2,"Stukent
3.9",-1,"Idaho Falls, ID",3.9,False,1 to 50 Employees,2013,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,3.7,3.1,4.3,3.9,4.2,2023-05-14 08:56:51.790982
983,Web Designer/Developer,5,1,EMDL,$20.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:56:54.297515
984,Web Designer / Developer,-1,1,HIYO DESIGN,"$79,058 /yr (est.)","New York, NY",-1,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 08:56:57.476177
985,Web Developer,7,2,symplore,$53.14 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:56:59.827666
986,Frontend UI Developer,7,2,"Resolvetech Solutions
4.0","$105,000 /yr (est.)","Irving, TX",4.0,False,51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),3.7,3.8,3.7,3.5,3.9,2023-05-14 08:57:01.821815
987,Front End Web Developer,-1,1,"Beavercreek Marketing
3.5","$45,000 /yr (est.)",Remote,3.5,True,1 to 50 Employees,-1,Company - Public,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,2.0,3.0,2.0,3.0,4.0,2023-05-14 08:57:04.387498
988,Web developer,5,1,HealthyLine,$42.50 /hr (est.),"New York, NY",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:57:07.002753
989,Full Stack Software Developer,2,1,Atalan Tech,"$107,500 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:57:09.568622
990,Freelance Web Designer/Developer,2,1,Coral House Productions,$28.50 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:57:21.904838
991,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 08:57:23.883044
992,Frontend (UI) Engineer,5,1,De Novo Discovery,"$160,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:57:26.437495
993,Fullstack Engineer,-1,2,"Holdings
3.6",-1,Remote,3.6,True,10000+ Employees,1957,Company - Private,Car & Truck Rental,Transportation & Logistics,$10+ billion (USD),3.9,3.6,3.7,3.5,2.9,2023-05-14 08:57:28.358159
994,Frontend Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 08:57:31.438016
995,Web Designer/Developer,5,1,EMDL,$20.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:57:35.766485
996,"Software Engineer, Frontend",8,1,De Novo Discovery,"$160,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:57:37.675405
997,web developer designer,1,2,2M EQUIPMENT,$21.50 /hr (est.),"Miami, FL",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:57:39.586229
998,UI/UX Developer,-1,1,"ArchsystemInc
4.1",$33.67 /hr (est.),Remote,4.1,True,51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.3,4.1,4.2,4.2,4.1,2023-05-14 08:57:41.616870
999,Frontend Engineer,5,2,"Ryzen Solutions
4.2",$74.50 /hr (est.),"Foster City, CA",4.2,False,51 to 200 Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4.3,4.0,4.2,4.0,4.0,2023-05-14 08:57:44.145433
1000,Frontend UI Developer,7,2,"Resolvetech Solutions
4.0","$105,000 /yr (est.)","Irving, TX",4.0,False,51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),3.7,3.8,3.7,3.5,3.9,2023-05-14 08:57:47.555460
1001,Web Designer / Developer,-1,1,HIYO DESIGN,"$79,058 /yr (est.)","New York, NY",-1,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 08:57:52.487002
1002,Software Engineer,-1,1,"Andor Health
4.5","$94,303 /yr (est.)","Orlando, FL",4.5,False,51 to 200 Employees,2018,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,4.9,4.4,4.4,4.4,4.0,2023-05-14 08:57:54.752994
1003,Java Developer (Contract),20,1,"QuinStreet
4.1",$60.00 /hr (est.),"Foster City, CA",4.1,False,501 to 1000 Employees,1999,Company - Public,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),4.0,3.8,4.0,3.7,4.1,2023-05-14 08:57:57.434198
1004,Web Designer,3,1,Graybill Creative,$30.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:58:00.272808
1005,Frontend Engineer,4,2,"OpenPhone Technologies
5.0",-1,Remote,5.0,True,51 to 200 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.8,5.0,4.9,5.0,4.9,2023-05-14 08:58:02.234772
1006,Junior Software Developer (Remote),1,1,SnapRISK,"$68,078 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:58:06.695026
1007,Web Developer - Contract,4,1,The Uplift Agency,$80.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:58:08.899760
1008,"Software Developer, Frontend",-1,1,"DISQO
4.5","$120,000 /yr (est.)",Remote,4.5,True,201 to 500 Employees,2015,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.3,4.2,4.1,4.2,2023-05-14 08:58:10.924478
1009,Frontend Engineer,5,2,"Tetra
4.1","$112,459 /yr (est.)","New York, NY",4.1,False,501 to 1000 Employees,-1,Subsidiary or Business Segment,Consumer Product Manufacturing,Manufacturing,$100 to $500 million (USD),3.7,3.5,4.1,4.2,4.0,2023-05-14 08:58:13.512921
1010,Frontend Engineer,-1,1,"BigML
5.0","$98,245 /yr (est.)","Corvallis, OR",5.0,False,1 to 50 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.0,4.0,4.0,4.0,4.0,2023-05-14 08:58:16.218136
1011,UI Developer,1,2,"Sunixa Solutions
4.9",$62.50 /hr (est.),Remote,4.9,True,51 to 200 Employees,2015,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.9,4.7,4.9,4.9,4.9,2023-05-14 08:58:18.878104
1012,Front End Developer - UI,6,2,"Andor Health
4.5","$90,633 /yr (est.)","Orlando, FL",4.5,False,51 to 200 Employees,2018,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,4.9,4.4,4.4,4.4,4.0,2023-05-14 08:58:23.386218
1013,Frontend Engineer,-1,1,"CRED Investments
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,2023-05-14 08:58:26.291100
1014,Software Engineer - Frontend,4,1,"Kikoff
4.3",-1,Remote,4.3,True,1 to 50 Employees,2019,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,4.2,4.6,4.2,4.1,4.2,2023-05-14 08:58:28.779950
1015,Jr Frontend Developer,20,1,"QuinStreet
4.1","$70,000 /yr (est.)","Austin, TX",4.1,False,501 to 1000 Employees,1999,Company - Public,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),4.0,3.8,4.0,3.7,4.1,2023-05-14 08:58:31.422358
1016,"Web Developer (HTML, CSS, JS)",3,1,"RebelMouse
4.2",-1,Remote,4.2,True,1 to 50 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),3.9,3.9,4.3,3.7,4.0,2023-05-14 08:58:34.061069
1017,Frontend Web Developer,-1,2,Tasktoday,"$90,731 /yr (est.)","Newark, CA",-1,False,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 08:58:39.559832
1018,Full Stack Software Developer,2,1,Atalan Tech,"$107,500 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:58:42.192548
1019,Jr Frontend Developer,10,1,"Modernize Home Services
4.1","$70,000 /yr (est.)","Austin, TX",4.1,False,51 to 200 Employees,2005,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.1,4.2,2023-05-14 08:58:44.128527
1020,Freelance Web Designer/Developer,2,1,Coral House Productions,$28.50 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:58:56.279846
1021,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 08:58:58.426980
1022,Frontend (UI) Engineer,5,1,De Novo Discovery,"$160,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:59:01.372203
1023,Fullstack Engineer,-1,2,"Holdings
3.6",-1,Remote,3.6,True,10000+ Employees,1957,Company - Private,Car & Truck Rental,Transportation & Logistics,$10+ billion (USD),3.9,3.6,3.7,3.5,2.9,2023-05-14 08:59:05.076618
1024,Frontend Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 08:59:07.753021
1025,Web Designer/Developer,5,1,EMDL,$20.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:59:10.647052
1026,web developer designer,1,2,2M EQUIPMENT,$21.50 /hr (est.),"Miami, FL",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:59:12.710756
1027,Frontend Engineer,5,2,"Ryzen Solutions
4.2",$74.50 /hr (est.),"Foster City, CA",4.2,False,51 to 200 Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4.3,4.0,4.2,4.0,4.0,2023-05-14 08:59:15.769838
1028,"Software Engineer, Frontend",8,1,De Novo Discovery,"$160,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:59:22.127982
1029,UI/UX Developer,-1,1,"ArchsystemInc
4.1",$33.67 /hr (est.),Remote,4.1,True,51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.3,4.1,4.2,4.2,4.1,2023-05-14 08:59:24.393983
1030,Frontend UI Developer,7,2,"Resolvetech Solutions
4.0","$105,000 /yr (est.)","Irving, TX",4.0,False,51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),3.7,3.8,3.7,3.5,3.9,2023-05-14 08:59:26.979918
1031,Web Designer / Developer,-1,1,HIYO DESIGN,"$79,058 /yr (est.)","New York, NY",-1,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 08:59:29.594364
1032,Software Engineer,-1,1,"Andor Health
4.5","$94,303 /yr (est.)","Orlando, FL",4.5,False,51 to 200 Employees,2018,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,4.9,4.4,4.4,4.4,4.0,2023-05-14 08:59:31.889558
1033,Web Developer - Contract,4,1,The Uplift Agency,$80.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:59:35.410009
1034,Web Designer,3,1,Graybill Creative,$30.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:59:38.985308
1035,Junior Software Developer (Remote),1,1,SnapRISK,"$68,078 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 08:59:40.986631
1036,Frontend Engineer,5,2,"Tetra
4.1","$112,459 /yr (est.)","New York, NY",4.1,False,501 to 1000 Employees,-1,Subsidiary or Business Segment,Consumer Product Manufacturing,Manufacturing,$100 to $500 million (USD),3.7,3.5,4.1,4.2,4.0,2023-05-14 08:59:43.992054
1037,Java Developer (Contract),20,1,"QuinStreet
4.1",$60.00 /hr (est.),"Foster City, CA",4.1,False,501 to 1000 Employees,1999,Company - Public,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),4.0,3.8,4.0,3.7,4.1,2023-05-14 08:59:46.628020
1038,UI Developer,1,2,"Sunixa Solutions
4.9",$62.50 /hr (est.),Remote,4.9,True,51 to 200 Employees,2015,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.9,4.7,4.9,4.9,4.9,2023-05-14 08:59:49.166875
1039,Senior Developer - Full Stack,7,2,"Andor Health
4.5","$114,388 /yr (est.)","Orlando, FL",4.5,False,51 to 200 Employees,2018,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,4.9,4.4,4.4,4.4,4.0,2023-05-14 08:59:52.501966
1040,Frontend Engineer,-1,1,"BigML
5.0","$98,245 /yr (est.)","Corvallis, OR",5.0,False,1 to 50 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.0,4.0,4.0,4.0,4.0,2023-05-14 08:59:56.836861
1041,Frontend Engineer,4,2,"OpenPhone Technologies
5.0",-1,Remote,5.0,True,51 to 200 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.8,5.0,4.9,5.0,4.9,2023-05-14 08:59:59.529029
1042,Frontend Engineer,-1,1,"CRED Investments
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,2023-05-14 09:00:04.325061
1043,Frontend JavaScript Developer,4,1,"Streamline Vrs Llc
4.6",-1,Remote,4.6,True,51 to 200 Employees,2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.5,4.2,4.7,4.4,4.0,2023-05-14 09:00:11.150268
1044,Full Stack Developer,10,1,"Gridiron IT
4.5","$130,000 /yr (est.)",Remote,4.5,True,51 to 200 Employees,2017,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.5,4.3,4.4,4.3,4.7,2023-05-14 09:00:13.696336
1045,"Web Developer, Marketing",3,1,"Gordian
3.4","$75,200 /yr (est.)",Remote,3.4,True,10000+ Employees,2016,Company - Public,Machinery Manufacturing,Manufacturing,$5 to $10 billion (USD),3.5,3.6,3.7,3.1,3.3,2023-05-14 09:00:16.241918
1046,"Software Developer, Frontend",-1,1,"DISQO
4.5","$120,000 /yr (est.)",Remote,4.5,True,201 to 500 Employees,2015,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.3,4.2,4.1,4.2,2023-05-14 09:00:18.618420
1047,Front End Developer - UI,6,2,"Andor Health
4.5","$90,633 /yr (est.)","Orlando, FL",4.5,False,51 to 200 Employees,2018,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,4.9,4.4,4.4,4.4,4.0,2023-05-14 09:00:21.478097
1048,Jr Frontend Developer,20,1,"QuinStreet
4.1","$70,000 /yr (est.)","Austin, TX",4.1,False,501 to 1000 Employees,1999,Company - Public,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),4.0,3.8,4.0,3.7,4.1,2023-05-14 09:00:25.791610
1049,"Web Developer (HTML, CSS, JS)",3,1,"RebelMouse
4.2",-1,Remote,4.2,True,1 to 50 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),3.9,3.9,4.3,3.7,4.0,2023-05-14 09:00:28.262365
1050,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 09:00:40.044494
1051,Freelance Web Designer/Developer,2,1,Coral House Productions,$28.50 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 09:00:42.454084
1052,Fullstack Engineer,-1,2,"Holdings
3.6",-1,Remote,3.6,True,10000+ Employees,1957,Company - Private,Car & Truck Rental,Transportation & Logistics,$10+ billion (USD),3.9,3.6,3.7,3.5,2.9,2023-05-14 09:00:44.332550
1053,Frontend Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 09:00:47.890979
1054,Frontend (UI) Engineer,5,1,De Novo Discovery,"$160,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 09:00:50.452416
1055,Frontend Engineer,5,2,"Ryzen Solutions
4.2",$74.50 /hr (est.),"Foster City, CA",4.2,False,51 to 200 Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4.3,4.0,4.2,4.0,4.0,2023-05-14 09:00:52.361112
1056,Frontend Engineer,5,2,"Tetra
4.1","$112,459 /yr (est.)","New York, NY",4.1,False,501 to 1000 Employees,-1,Subsidiary or Business Segment,Consumer Product Manufacturing,Manufacturing,$100 to $500 million (USD),3.7,3.5,4.1,4.2,4.0,2023-05-14 09:00:54.820450
1057,Software Engineer,-1,1,"Andor Health
4.5","$94,303 /yr (est.)","Orlando, FL",4.5,False,51 to 200 Employees,2018,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,4.9,4.4,4.4,4.4,4.0,2023-05-14 09:00:57.254293
1058,Frontend Engineer,4,2,"OpenPhone Technologies
5.0",-1,Remote,5.0,True,51 to 200 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.8,5.0,4.9,5.0,4.9,2023-05-14 09:01:01.304534
1059,Web Designer/Developer,5,1,EMDL,$20.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 09:01:03.948147
1060,UI Developer,1,2,"Sunixa Solutions
4.9",$62.50 /hr (est.),Remote,4.9,True,51 to 200 Employees,2015,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.9,4.7,4.9,4.9,4.9,2023-05-14 09:01:05.852294
1061,Frontend Engineer,-1,1,"BigML
5.0","$98,245 /yr (est.)","Corvallis, OR",5.0,False,1 to 50 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.0,4.0,4.0,4.0,4.0,2023-05-14 09:01:08.538258
1062,web developer designer,1,2,2M EQUIPMENT,$21.50 /hr (est.),"Miami, FL",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 09:01:11.315462
1063,Front End Web Developer/Designer (WordPress Expertise Required),2,1,Aspire Digital Solutions,"$70,900 /yr (est.)","Ridgefield, CT",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 09:01:13.687095
1064,Web Designer,3,1,"Sport Squad
3.8","$65,000 /yr (est.)","Rockville, MD",3.8,False,Unknown,-1,Company - Private,Sporting Goods Stores,Retail & Wholesale,Unknown / Non-Applicable,3.8,3.2,3.2,3.0,3.8,2023-05-14 09:01:17.154673
1065,Web Designer,3,1,Graybill Creative,$30.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 09:01:20.015931
1066,Frontend Engineer,-1,1,"CRED Investments
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,2023-05-14 09:01:21.899835
1067,Web Developer / Graphic Designer Remote Part-Time Flexible,7,1,1GS Digital Agency,$22.50 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 09:01:24.253824
1068,Web Designer,3,1,HaKuRaKu So,$18.00 /hr (est.),"New York, NY",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 09:01:26.207918
1069,Junior Software Developer (Remote),1,1,SnapRISK,"$68,078 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 09:01:28.121594
1070,"Software Engineer, Frontend",8,1,De Novo Discovery,"$160,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 09:01:30.025181
1071,Web developer,5,1,HealthyLine,$42.50 /hr (est.),"New York, NY",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 09:01:33.038389
1072,Frontend Engineer,4,2,"Stukent
3.9",-1,"Idaho Falls, ID",3.9,False,1 to 50 Employees,2013,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,3.7,3.1,4.3,3.9,4.2,2023-05-14 09:01:35.074879
1073,Email Developer,1,1,"Reischling Press, Inc.
3.7",$32.50 /hr (est.),Remote,3.7,True,1 to 50 Employees,-1,Company - Private,Consumer Product Manufacturing,Manufacturing,$5 to $25 million (USD),3.6,3.7,3.8,3.9,3.6,2023-05-14 09:01:37.962098
1074,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 09:01:40.566580
1075,"Web Developer (HTML, CSS, JS)",3,1,"RebelMouse
4.2",-1,Remote,4.2,True,1 to 50 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),3.9,3.9,4.3,3.7,4.0,2023-05-14 09:01:41.965270
1076,UI/UX Developer,-1,1,"ArchsystemInc
4.1",$33.67 /hr (est.),Remote,4.1,True,51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.3,4.1,4.2,4.2,4.1,2023-05-14 09:01:44.951990
1077,Frontend UI Developer,7,2,"Resolvetech Solutions
4.0","$105,000 /yr (est.)","Irving, TX",4.0,False,51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),3.7,3.8,3.7,3.5,3.9,2023-05-14 09:01:47.520954
1078,"Senior Full-Stack Engineer (NodeJS, React, Typescript, GraphQL)",3,2,"Digication
4.4",-1,Remote,4.4,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.0,4.4,4.3,4.1,4.3,2023-05-14 09:01:51.443886
1079,Web Designer / Developer,-1,1,HIYO DESIGN,"$79,058 /yr (est.)","New York, NY",-1,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 09:01:53.886652
1080,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 09:02:05.391120
1081,Freelance Web Designer/Developer,2,1,Coral House Productions,$28.50 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 09:02:07.888971
1082,Frontend (UI) Engineer,5,1,De Novo Discovery,"$160,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 09:02:09.783425
1083,Fullstack Engineer,-1,2,"Holdings
3.6",-1,Remote,3.6,True,10000+ Employees,1957,Company - Private,Car & Truck Rental,Transportation & Logistics,$10+ billion (USD),3.9,3.6,3.7,3.5,2.9,2023-05-14 09:02:13.124111
1084,Frontend Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 09:02:15.964386
1085,"Software Engineer, Frontend",8,1,De Novo Discovery,"$160,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 09:02:18.485369
1086,Frontend Engineer,5,2,"Ryzen Solutions
4.2",$74.50 /hr (est.),"Foster City, CA",4.2,False,51 to 200 Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4.3,4.0,4.2,4.0,4.0,2023-05-14 09:02:20.425733
1087,Web Designer/Developer,5,1,EMDL,$20.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 09:02:22.990252
1088,web developer designer,1,2,2M EQUIPMENT,$21.50 /hr (est.),"Miami, FL",-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 09:02:24.845046
1089,Frontend UI Developer,7,2,"Resolvetech Solutions
4.0","$105,000 /yr (est.)","Irving, TX",4.0,False,51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),3.7,3.8,3.7,3.5,3.9,2023-05-14 09:02:27.813907
1090,Frontend Engineer,5,2,"Tetra
4.1","$112,459 /yr (est.)","New York, NY",4.1,False,501 to 1000 Employees,-1,Subsidiary or Business Segment,Consumer Product Manufacturing,Manufacturing,$100 to $500 million (USD),3.7,3.5,4.1,4.2,4.0,2023-05-14 09:02:30.668605
1091,UI/UX Developer,-1,1,"ArchsystemInc
4.1",$33.67 /hr (est.),Remote,4.1,True,51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.3,4.1,4.2,4.2,4.1,2023-05-14 09:02:33.154527
1092,Web Designer / Developer,-1,1,HIYO DESIGN,"$79,058 /yr (est.)","New York, NY",-1,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 09:02:35.682349
1093,Junior Software Developer (Remote),1,1,SnapRISK,"$68,078 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 09:02:37.903334
1094,Software Engineer,-1,1,"Andor Health
4.5","$94,303 /yr (est.)","Orlando, FL",4.5,False,51 to 200 Employees,2018,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,4.9,4.4,4.4,4.4,4.0,2023-05-14 09:02:39.903617
1095,Java Developer (Contract),20,1,"QuinStreet
4.1",$60.00 /hr (est.),"Foster City, CA",4.1,False,501 to 1000 Employees,1999,Company - Public,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),4.0,3.8,4.0,3.7,4.1,2023-05-14 09:02:44.674991
