,Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time Unit
334,"$190,000 /yr (est.)",190000.0,"Software Engineer, Web Infrastructure",0,2,1,"Notion
4.7","New York, NY",4.7,0,7,201 to 500 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.8,4.8,4.7,4.6,4.4,yr
350,"$68,284 /yr (est.)",68284.0,-1,-1,-1,-1,-1,"Allegheny, PA",3.3,0,235,10000+ Employees,1788,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,3.1,3.5,2.8,2.7,3.4,yr
353,"$89,405 /yr (est.)",89405.0,Software Engineer 1,0,2,-1,"Oracle
3.9","Kansas City, MO",3.9,0,46,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),3.7,3.5,3.8,3.6,4.0,yr
361,"$67,590 /yr (est.)",67590.0,Junior Software Developer,0,1,0,"Blue Marble Geographics
4.2","Hallowell, ME",4.2,0,-1,-1,-1,-1,-1,-1,-1,4.3,3.7,4.6,4.0,4.0,yr
384,"$73,500 /yr (est.)",73500.0,Computing Support Analyst 1,-1,-1,-1,"Stanford University
4.3","Redwood City, CA",4.3,0,132,10000+ Employees,1891,College / University,Colleges & Universities,Education,$10+ billion (USD),4.2,3.6,4.1,3.8,3.8,yr
385,"$100,178 /yr (est.)",100178.0,Web Developer in Test - Multiple openings,3,1,-1,"MathWorks
4.5","Natick, MA",4.5,0,39,501 to 1000 Employees,1984,Company - Private,Software Development,Information Technology,$1 to $5 billion (USD),4.2,4.0,4.6,4.3,4.7,yr
399,"$89,405 /yr (est.)",89405.0,Software Engineer 1,-1,-1,-1,"Oracle
3.9","Kansas City, MO",3.9,0,46,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),3.7,3.5,3.8,3.6,4.0,yr
400,"$67,500 /yr (est.)",67500.0,"Associate Engineer, End User Support",-1,-1,-1,"Man Group
4.3","New York, NY",4.3,0,240,1001 to 5000 Employees,1783,Company - Public,Investment & Asset Management,Financial Services,$25 to $100 million (USD),4.0,3.7,4.3,3.9,4.0,yr
402,"$49,222 /yr (est.)",49222.0,Help Desk Analyst Tier 1,-1,-1,-1,"Rackner
5.0","Washington, DC",5.0,0,7,1 to 50 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,4.7,yr
408,"$130,667 /yr (est.)",130667.0,Software Development Engineer - Experience Products,3,2,0,"Workday
4.2","Boulder, CO",4.2,0,18,10000+ Employees,2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),3.9,4.2,4.3,3.8,4.3,yr
428,"$68,284 /yr (est.)",68284.0,Information Technology Generalist 1,0,1,0,"Commonwealth of PA
3.3","Lehigh, PA",3.3,0,235,10000+ Employees,1788,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,3.1,3.5,2.8,2.7,3.4,yr
438,"$68,284 /yr (est.)",68284.0,Information Technology Generalist 1,-1,-1,-1,"Commonwealth of PA
3.3","Allegheny, PA",3.3,0,235,10000+ Employees,1788,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,3.1,3.5,2.8,2.7,3.4,yr
440,"$37,500 /yr (est.)",37500.0,Help Desk Analyst (Tier I) Night Shift,-1,-1,-1,"Spatial Front, Inc.
3.8","Washington, DC",3.8,0,15,201 to 500 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),3.6,3.3,3.6,3.3,3.9,yr
454,"$130,667 /yr (est.)",130667.0,Software Development Engineer - Experience Products,-1,-1,-1,"Workday
4.2","Boulder, CO",4.2,0,18,10000+ Employees,2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),3.9,4.2,4.3,3.8,4.3,yr
471,"$53,500 /yr (est.)",53500.0,Junior Information Technologist,0,1,1,"Rhode Island College
3.5","Providence, RI",3.5,0,-1,-1,-1,-1,-1,-1,-1,3.1,3.1,3.3,2.7,4.0,yr
530,"$49,222 /yr (est.)",49222.0,-1,-1,-1,-1,-1,"Washington, DC",5.0,0,7,1 to 50 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,4.7,yr
0,$21.24 /hr (est.),44179.2,Relationship Coach,-1,-1,-1,Pinnacle of Man,Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,hr
1,$25.00 /hr (est.),52000.0,Development Tester - Rocksmith+ - Contract,10,2,1,Ubisoft,"San Francisco, CA",3.8,0,37,10000+ Employees,1986,Company - Public,Video Game Publishing,Media & Communication,$1 to $5 billion (USD),3.6,3.1,3.9,3.3,4.1,hr
2,"$129,135 /yr (est.)",129135.0,"Game Artist, R&D Tech Lab",5,2,1,Netflix,"Los Gatos, CA",4.3,0,26,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,yr
3,$35.00 /hr (est.),72800.0,Unity Video Game Developer,1,2,-1,PowerHouse Video Games,"Cedar Hills, UT",-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,hr
4,"$71,466 /yr (est.)",71466.0,QA Tester,0,2,-1,MindSeekers,"Bellevue, WA",3.1,0,-1,-1,-1,-1,-1,-1,-1,3.1,2.8,3.0,2.9,3.7,yr
5,"$52,500 /yr (est.)",52500.0,Intake Coordinator,-1,-1,-1,Team IMPACT,Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
6,"$140,000 /yr (est.)",140000.0,"Director, Global Events Deals and Development (Hybrid)",0,1,1,the NBA,"New York, NY",4.1,0,77,1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",$5 to $10 billion (USD),3.6,3.5,4.0,3.5,3.5,yr
7,"$62,661 /yr (est.)",62661.0,Scrum Master (REMOTE OPPORTUNITY),4,1,0,Regions,"Birmingham, AL",3.5,0,52,10000+ Employees,1971,Company - Public,Banking & Lending,Financial Services,$5 to $10 billion (USD),3.4,3.6,3.7,3.2,3.6,yr
8,"$66,500 /yr (est.)",66500.0,Marketing Development Representative,1,2,1,Buzops,Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
9,"$85,000 /yr (est.)",85000.0,Media Partnerships Coordinator,0,1,-1,the NBA,"New York, NY",4.1,0,77,1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",$5 to $10 billion (USD),3.6,3.5,4.0,3.5,3.5,yr
10,"$107,500 /yr (est.)",107500.0,Game Director - Remote,3,1,1,Playground Labs,Remote,-1.0,1,2,Unknown,2021,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,-1.0,-1.0,-1.0,-1.0,-1.0,yr
11,"$55,781 /yr (est.)",55781.0,Game Designer - Full Time,0,1,1,Filament Games,"Madison, WI",4.9,0,18,51 to 200 Employees,2005,Company - Private,Primary & Secondary Schools,Education,$1 to $5 million (USD),3.9,3.9,4.5,4.6,4.9,yr
12,"$38,892 /yr (est.)",38892.0,Game Support,2,1,-1,MindSeekers,"Bellevue, WA",3.1,0,-1,-1,-1,-1,-1,-1,-1,3.1,2.8,3.0,2.9,3.7,yr
13,"$65,520 /yr (est.)",65520.0,Graduate Game Designer,0,1,1,"Big Fish Games, Inc.","Las Vegas, NV",3.8,0,21,201 to 500 Employees,2002,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$25 to $100 million (USD),3.7,3.7,4.1,3.6,4.5,yr
14,"$102,500 /yr (est.)",102500.0,Customer Success Manager,3,1,1,Interos Inc.,Remote,3.7,1,18,51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),3.7,4.0,4.0,3.7,4.0,yr
15,"$109,591 /yr (est.)",109591.0,Head of Game Development,0,2,1,iTalent PLUS,"Myrtle Point, OR",5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,4.0,5.0,5.0,5.0,yr
16,"$140,145 /yr (est.)",140145.0,"QA Test Lead - Compatibility, CCQA, Games - Operations",5,2,1,Netflix,"Los Gatos, CA",4.3,0,26,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,yr
17,"$65,520 /yr (est.)",65520.0,Graduate Game Designer,0,1,1,Aristocrat,"Las Vegas, NV",4.0,0,70,5001 to 10000 Employees,1953,Company - Public,Gambling,"Arts, Entertainment & Recreation",$1 to $5 billion (USD),3.8,4.0,4.1,3.8,4.1,yr
18,"$43,448 /yr (est.)",43448.0,QA Test Lead,2,2,1,White Hat Gaming,Remote,3.9,1,11,501 to 1000 Employees,2012,Company - Private,Gambling,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,3.7,4.0,3.8,3.7,4.6,yr
19,"$65,000 /yr (est.)",65000.0,Quality Assurance Tester,2,2,1,Valyant AI,"Denver, CO",-1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
20,"$97,500 /yr (est.)",97500.0,Customer Success Team Lead,0,1,0,FORM.com,Remote,4.2,1,-1,-1,-1,-1,-1,-1,-1,3.9,3.5,4.1,3.8,4.2,yr
21,"$65,076 /yr (est.)",65076.0,Game Producer,0,1,1,GAMEVISION,"Naperville, IL",3.9,0,-1,-1,-1,-1,-1,-1,-1,4.0,3.7,4.3,4.7,4.0,yr
22,$28.00 /hr (est.),58240.0,CONTRACT - Technical Tester (Manual/Web QA),0,1,-1,Nintendo,"Redmond, WA",4.5,0,-1,-1,-1,-1,-1,-1,-1,3.9,4.1,4.3,4.0,3.9,hr
23,"$190,450 /yr (est.)",190450.0,Senior Gameplay Programmer,0,2,-1,Epic Games,"Bellevue, WA",4.2,0,32,1001 to 5000 Employees,1991,Company - Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.9,4.6,4.1,3.5,3.8,yr
24,"$67,000 /yr (est.)",67000.0,Team Operations Lead,0,1,0,Equitable Hiring Group,Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
25,"$123,500 /yr (est.)",123500.0,Game Producer,5,1,1,IGT,"Reno, NV",3.8,0,42,10000+ Employees,1981,Company - Public,Gambling,"Arts, Entertainment & Recreation",$1 to $5 billion (USD),3.5,3.4,3.7,3.4,3.7,yr
26,"$227,185 /yr (est.)",227185.0,"QA Lead Coordinator, Console",5,1,1,Roblox,"San Mateo, CA",4.1,0,19,1001 to 5000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.2,4.5,4.0,3.9,4.0,yr
27,"$83,468 /yr (est.)",83468.0,Game Designer,-1,-1,-1,Las Vegas Sands Corp.,"Las Vegas, NV",4.0,0,19,10000+ Employees,2004,Company - Public,Hotels & Resorts,Hotels & Travel Accommodation,$10+ billion (USD),3.3,4.2,3.7,3.7,3.4,yr
28,"$77,545 /yr (est.)",77545.0,"Associate Producer, External Games",2,2,0,Netflix,"Los Gatos, CA",4.3,0,26,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,yr
29,"$60,500 /yr (est.)",60500.0,"Coordinator, Global Events Operations",4,1,1,Major League Baseball,"New York, NY",3.9,0,154,201 to 500 Employees,1869,Self-employed,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,3.3,3.6,3.7,3.3,3.5,yr
30,"$40,470 /yr (est.)",40470.0,Quality Assurance / Game Tester (English),0,2,-1,NIS AMERICA,"Santa Ana, CA",3.4,0,-1,-1,-1,-1,-1,-1,-1,2.9,3.0,3.1,2.6,2.5,yr
31,"$75,490 /yr (est.)",75490.0,Game Producer,0,2,1,HIDDEN VARIABLE STUDIOS,"Los Angeles, CA",5.0,0,13,1 to 50 Employees,2010,Company - Private,Computer Hardware Development,Information Technology,$1 to $5 million (USD),5.0,3.0,5.0,5.0,5.0,yr
32,"$172,250 /yr (est.)",172250.0,"Lead HR Business Partner, Tech",8,1,1,"Upstart Network, Inc.",Remote,3.6,1,11,1001 to 5000 Employees,2012,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,3.4,3.7,3.8,3.3,3.8,yr
33,"$52,665 /yr (est.)",52665.0,Game Producer,0,1,-1,"Lionheart Games, LLC","Atlanta, GA",3.2,0,4,1 to 50 Employees,2019,Company - Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.5,3.6,3.2,2.7,2.9,yr
34,"$155,678 /yr (est.)",155678.0,Senior People & Culture Business Partner,-1,-1,-1,"Big Fish Games, Inc.","Seattle, WA",3.8,0,21,201 to 500 Employees,2002,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$25 to $100 million (USD),3.7,3.7,4.1,3.6,4.5,yr
39,"$155,678 /yr (est.)",155678.0,Senior People & Culture Business Partner,-1,-1,-1,Aristocrat,"Seattle, WA",4.0,0,70,5001 to 10000 Employees,1953,Company - Public,Gambling,"Arts, Entertainment & Recreation",$1 to $5 billion (USD),3.8,4.0,4.1,3.8,4.1,yr
44,"$100,000 /yr (est.)",100000.0,"Sr. Employee Relations Partner, Investigations (Remote)",7,1,1,CrowdStrike,Remote,4.2,1,12,1001 to 5000 Employees,2011,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),4.0,4.2,4.0,3.8,4.0,yr
45,"$60,000 /yr (est.)",60000.0,Game Designer,0,2,-1,Wonder Works Studio,"Arlington, TX",2.7,0,2,51 to 200 Employees,2021,Company - Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.0,3.2,3.0,2.5,3.0,yr
46,"$88,500 /yr (est.)",88500.0,Technical Game Designer,0,2,-1,thatgamecompany,United States,5.0,0,-1,-1,-1,-1,-1,-1,-1,4.7,5.0,5.0,5.0,5.0,yr
47,"$148,312 /yr (est.)",148312.0,"Game Director, Games Studio",10,2,1,Netflix,"Los Angeles, CA",4.3,0,26,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,yr
48,"$187,265 /yr (est.)",187265.0,Senior Producer,0,2,1,"Big Fish Games, Inc.","Las Vegas, NV",3.8,0,21,201 to 500 Employees,2002,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$25 to $100 million (USD),3.7,3.7,4.1,3.6,4.5,yr
50,"$110,853 /yr (est.)",110853.0,"Senior Operations Manager, Games Studio",8,1,1,Netflix,"Los Angeles, CA",4.3,0,26,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,yr
57,"$124,392 /yr (est.)",124392.0,Sr. People Business Partner,5,1,1,Flexport,"Bellevue, WA",3.6,0,10,1001 to 5000 Employees,2013,Company - Private,Shipping & Trucking,Transportation & Logistics,$1 to $5 billion (USD),3.4,3.4,3.6,3.0,3.4,yr
59,"$79,205 /yr (est.)",79205.0,Gameplay Programmer,2,1,-1,Bethesda Game Studios,"Austin, TX",3.4,0,-1,-1,-1,-1,-1,-1,-1,2.4,3.3,3.6,2.3,3.9,yr
61,"$110,513 /yr (est.)",110513.0,"Systems Designer, Games Studio",3,1,-1,Netflix,"Los Angeles, CA",4.3,0,26,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,yr
62,$42.48 /hr (est.),88358.4,Live Ops Associate Producer,0,1,0,Activision,"Santa Monica, CA",3.2,0,44,1001 to 5000 Employees,1979,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$500 million to $1 billion (USD),3.1,3.1,3.2,3.0,3.0,hr
64,"$102,000 /yr (est.)",102000.0,(US) Sr. Talent Partner,5,2,1,PointClickCare,Remote,4.4,1,23,1001 to 5000 Employees,2000,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.0,4.3,4.5,4.0,4.3,yr
65,"$160,000 /yr (est.)",160000.0,Director of People & Culture,8,1,1,AptDeco,"Brooklyn, NY",3.9,0,9,51 to 200 Employees,2014,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,3.4,4.0,4.0,3.4,yr
66,"$60,485 /yr (est.)",60485.0,Game Producer,6,2,-1,Design Works Studios LLC,"Scottsdale, AZ",4.7,0,18,1 to 50 Employees,2005,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,yr
67,"$105,066 /yr (est.)",105066.0,"Sr Manager, HR Business Partner",7,1,1,Disney,"Lake Buena Vista, FL",3.9,0,100,10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),3.6,3.7,3.9,3.3,3.4,yr
68,"$70,000 /yr (est.)",70000.0,Senior Game Designer,5,2,1,Blockchain Talents,Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
85,"$101,390 /yr (est.)",101390.0,"Business Development Associate, Games - External Games",2,2,0,Netflix,"Los Angeles, CA",4.3,0,26,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,yr
86,"$111,431 /yr (est.)",111431.0,SENIOR GAME DESIGNER,0,2,1,The Rogue Initiative,"Los Angeles, CA",1.0,0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
88,"$186,678 /yr (est.)",186678.0,"Director of QA, Game Studio",0,2,1,Netflix,"Los Gatos, CA",4.3,0,26,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,yr
89,"$85,000 /yr (est.)",85000.0,Media Partnerships Coordinator,-1,-1,-1,the NBA,"New York, NY",4.1,0,77,1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",$5 to $10 billion (USD),3.6,3.5,4.0,3.5,3.5,yr
100,"$116,199 /yr (est.)",116199.0,"Head of Player Support, Game Studio",10,2,1,Netflix,"Los Gatos, CA",4.3,0,26,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,yr
104,"$88,158 /yr (est.)",88158.0,Unity 3D Developer (Sr/Jr),0,-1,-1,Praadis Technologies,"Princeton, NJ",4.4,0,11,51 to 200 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.2,4.1,4.2,4.2,4.3,yr
118,"$73,419 /yr (est.)",73419.0,Game Designer,0,1,-1,GAMEVISION,"Naperville, IL",3.9,0,-1,-1,-1,-1,-1,-1,-1,4.0,3.7,4.3,4.7,4.0,yr
123,"$72,500 /yr (est.)",72500.0,Game Designer,0,1,-1,Gamefam,Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,yr
140,"$71,466 /yr (est.)",71466.0,QA Tester,6,2,1,MindSeekers,,3.1,0,-1,-1,-1,-1,-1,-1,-1,3.1,2.8,3.0,2.9,3.7,yr
160,"$102,000 /yr (est.)",102000.0,(US) Sr. Talent Partner,-1,-1,-1,PointClickCare,Remote,4.4,1,23,1001 to 5000 Employees,2000,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.0,4.3,4.5,4.0,4.3,yr
166,"$4,500 /mo (est.)",54000.0,Game Developer,-1,-1,-1,Hopscotch Games,Remote,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,mo
214,"$71,466 /yr (est.)",71466.0,QA Tester,-1,-1,-1,MindSeekers,"Bellevue, WA",3.1,0,-1,-1,-1,-1,-1,-1,-1,3.1,2.8,3.0,2.9,3.7,yr
400,$28.00 /hr (est.),58240.0,CONTRACT - Technical Tester (Manual/Web QA),0,1,-1,Nintendo,"Redmond, WA",4.5,0,22,501 to 1000 Employees,2001,Company - Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.9,4.1,4.3,4.0,3.9,hr
