,Job Title,Annual Salary,Experience,Education,Position,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
395,Senior Data Engineer,130000.0,4,BACHELOR,SENIOR,"North Druid Hills, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 15:08:25.098163
396,Data Science Engineer,78948.0,-1,MASTER,-1,"Farmington Hills, MI",0,1 to 50 Employees,1,2000,23,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),2,Company - Private,4.4,4.3,4.5,4.5,4.5,4.5,"SunSoft Technologies
4.4",2023-05-11 15:08:26.360727
397,Data Science Associate,97500.0,-1,-1,-1,United States,0,1 to 50 Employees,1,2015,8,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,Company - Private,4.4,4.5,4.6,4.1,4.1,4.6,"pulseData
4.4",2023-05-11 15:08:29.190308
398,Data Science (AI/ML),69782.0,-1,-1,-1,"Dallas, TX",0,501 to 1000 Employees,4,2004,19,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,3.9,3.8,3.7,3.9,3.6,3.9,"Anblicks
3.9",2023-05-11 15:08:31.385573
399,Associate Data Engineer,108900.0,12,BACHELOR,JUNIOR,"Hartford, CT",0,10000+ Employees,7,1853,170,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Public,4.0,4.1,4.1,4.1,3.8,3.9,"The Travelers Companies, Inc.
4.0",2023-05-11 15:08:33.903017
401,Data Science Associate,96038.0,-1,-1,-1,"Raleigh, NC",0,10000+ Employees,7,1987,36,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),9,Company - Public,3.9,3.5,4.3,3.8,3.5,3.4,"Gilead Sciences
3.9",2023-05-11 15:08:38.603498
403,Data Science Co-op,105551.0,-1,BACHELOR,JUNIOR,"Danvers, MA",0,1001 to 5000 Employees,5,1981,42,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),6,Company - Public,3.6,3.8,3.7,3.6,3.3,2.9,"Abiomed
3.6",2023-05-11 15:08:43.660519
404,"Co-op, Data Engineer",131330.0,-1,MASTER,SENIOR,"Cambridge, MA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Exo Therapeutics,2023-05-11 15:08:47.069304
405,Data Analyst,67430.0,-1,BACHELOR,-1,"Falls Church, VA",0,51 to 200 Employees,2,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Contract,4.3,3.7,3.6,4.5,3.9,4.5,"Tesla Government
4.3",2023-05-11 15:08:49.569899
406,-1,152100.0,-1,-1,-1,United States,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 15:08:51.801530
408,AI/ML Engineer,122900.0,2,BACHELOR,-1,Dallas-Fort Worth,0,5001 to 10000 Employees,6,2000,23,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),7,Company - Public,3.6,3.1,3.4,3.5,3.0,3.7,"Avaya
3.6",2023-05-11 15:08:56.631467
411,"Data Scientist, Product Analytics",137500.0,3,MASTER,SENIOR,Remote,1,51 to 200 Employees,2,2013,10,Ticket Sales,"Arts, Entertainment & Recreation",$25 to $100 million (USD),4,Company - Private,4.5,4.3,4.2,4.5,4.2,4.5,"Gametime United, Inc.
4.5",2023-05-11 15:09:03.904804
412,Manager Data Analytics,113427.0,5,BACHELOR,SENIOR,"Worcester, MA",0,10000+ Employees,7,1997,26,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),7,Hospital,3.8,3.9,3.9,3.7,3.4,3.7,"UMass Memorial Health
3.8",2023-05-11 15:09:07.416537
414,Software Engineer 1 - Machine Learning,113691.0,-1,BACHELOR,-1,"San Francisco, CA",0,51 to 200 Employees,2,2019,4,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.9,4.8,4.8,4.7,5.0,4.6,"Abacus.AI
4.9",2023-05-11 15:09:12.498501
415,Data Engineer - Data Science & Analytics,117500.0,5,BACHELOR,-1,"Dallas, TX",0,10000+ Employees,7,1976,47,General Merchandise & Superstores,Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Public,4.0,3.9,4.3,3.8,3.4,3.3,"Costco Wholesale
4.0",2023-05-11 15:09:14.949317
416,Data Scientist,115535.0,5,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:09:17.458173
417,"Analyst, Data Science",95808.0,1,BACHELOR,-1,"Chicago, IL",0,1001 to 5000 Employees,5,2010,13,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.0,3.8,3.5,4.0,3.7,3.8,"Annalect
4.0",2023-05-11 15:09:20.528125
419,Data Scientist,108449.0,-1,-1,-1,"Reston, VA",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Silver Edge,2023-05-11 15:09:23.599563
420,BUSINESS INTELLIGENCE ANALYST I,78042.0,-1,BACHELOR,-1,"Columbia, MO",0,5001 to 10000 Employees,6,1956,67,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),7,Hospital,3.4,3.6,3.4,3.3,2.8,3.1,"MU Health Care
3.4",2023-05-11 15:09:29.312192
421,Junior AI Engineer,87503.0,1,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:09:31.236634
422,Senior Data Engineer,130000.0,4,BACHELOR,SENIOR,"North Druid Hills, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 15:09:33.506077
423,Data Science Engineer,105699.0,-1,BACHELOR,SENIOR,"Herndon, VA",0,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.6,4.0,4.0,3.0,4.0,3.0,"Softthink Solutions
2.6",2023-05-11 15:09:36.673432
424,Data Science Associate,96038.0,2,BACHELOR,-1,"Raleigh, NC",0,10000+ Employees,7,1987,36,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),9,Company - Public,3.9,3.5,4.3,3.8,3.5,3.4,"Gilead Sciences
3.9",2023-05-11 15:09:39.034024
426,Data Science Co-op,105551.0,-1,BACHELOR,JUNIOR,"Danvers, MA",0,1001 to 5000 Employees,5,1981,42,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),6,Company - Public,3.6,3.8,3.7,3.6,3.3,2.9,"Abiomed
3.6",2023-05-11 15:09:43.809143
428,Data Quality Analyst,82357.0,8,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:09:47.370395
429,Data Science Associate,97500.0,1,BACHELOR,JUNIOR,United States,0,1 to 50 Employees,1,2015,8,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,Company - Private,4.4,4.5,4.6,4.1,4.1,4.6,"pulseData
4.4",2023-05-11 15:09:50.027414
430,Statistical Analyst I,65910.0,12,MASTER,-1,"Schaumburg, IL",0,10000+ Employees,7,1872,151,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Private,4.2,3.8,4.0,4.2,3.8,4.1,"Zurich Insurance
4.2",2023-05-11 15:09:52.871146
431,"Co-op, Data Engineer",131330.0,-1,MASTER,SENIOR,"Cambridge, MA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Exo Therapeutics,2023-05-11 15:09:55.353752
432,Data Analyst,67430.0,-1,BACHELOR,-1,"Falls Church, VA",0,51 to 200 Employees,2,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Contract,4.3,3.7,3.6,4.5,3.9,4.5,"Tesla Government
4.3",2023-05-11 15:09:57.668086
433,Data Science (AI/ML),69782.0,-1,-1,-1,"Dallas, TX",0,501 to 1000 Employees,4,2004,19,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,3.9,3.9,3.8,4.0,3.7,3.9,"Anblicks
3.9",2023-05-11 15:10:00.673805
434,Senior Data Analyst,108893.0,10,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:10:08.097716
435,Data Scientist,115535.0,5,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:10:10.748115
436,Data Analyst,95000.0,3,BACHELOR,-1,"Fort Worth, TX",0,Unknown,-1,-1,-1,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,Company - Private,3.7,4.5,3.5,4.0,2.5,4.5,"FASTENER DISTRIBUTION HOLDINGS LLC
3.7",2023-05-11 15:10:12.613489
437,"Analyst, Data Science",95808.0,1,BACHELOR,-1,"Chicago, IL",0,1001 to 5000 Employees,5,2010,13,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.0,3.8,3.5,4.0,3.7,3.8,"Annalect
4.0",2023-05-11 15:10:21.040389
438,Sr. Data Engineer,145600.0,6,MASTER,-1,"Los Angeles, CA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,DataPattern,2023-05-11 15:10:23.143142
439,Data Science Analyst,100782.0,-1,-1,-1,"San Jose, CA",0,51 to 200 Employees,2,2018,5,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,3.5,3.4,3.4,3.3,3.4,"Banyan Data Services
3.6",2023-05-11 15:10:25.047540
440,Sr. Data Visualization Engineer (Remote),144867.0,12,BACHELOR,SENIOR,"Brea, CA",0,1001 to 5000 Employees,5,1961,62,Insurance Carriers,Insurance,$1 to $5 billion (USD),7,Company - Public,3.5,3.5,3.4,3.7,3.4,3.4,"Mercury Insurance
3.5",2023-05-11 15:10:27.540687
441,Business Intelligence Engineer,127541.0,2,MASTER,-1,"Palo Alto, CA",0,201 to 500 Employees,3,2012,11,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.2,4.2,4.2,4.3,4.1,4.2,"EarnIn
4.2",2023-05-11 15:10:30.857378
442,Sr. Data Engineer 18029,137599.0,5,BACHELOR,JUNIOR,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,$1 to $5 million (USD),2,Company - Private,4.0,-1,-1,-1,-1,-1,"Collaborative Mind LLC
4.0",2023-05-11 15:10:33.793448
443,"Manager, Data Science",118422.0,5,BACHELOR,SENIOR,"Boulder, CO",0,10000+ Employees,7,2011,12,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),8,Company - Public,3.7,3.6,3.5,3.6,3.3,3.6,"HelloFresh
3.7",2023-05-11 15:10:37.084401
444,Senior Data Engineer,103035.0,5,BACHELOR,SENIOR,"Dallas, TX",0,1001 to 5000 Employees,5,-1,-1,Rail Transportation,Transportation & Logistics,$1 to $5 billion (USD),7,Company - Public,3.7,3.5,3.6,3.5,3.8,2.6,"Brado
3.7",2023-05-11 15:10:40.837262
445,"Manager, Data Science & Analytics",152100.0,5,BACHELOR,-1,United States,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,FedEx Dataworks,2023-05-11 15:10:43.538385
446,AI/ML Engineer,122900.0,2,BACHELOR,-1,Dallas-Fort Worth,0,5001 to 10000 Employees,6,2000,23,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),7,Company - Public,3.6,3.1,3.4,3.5,3.0,3.7,"Avaya
3.6",2023-05-11 15:10:45.974288
447,-1,100595.0,-1,-1,-1,-1,0,1001 to 5000 Employees,5,1961,62,Business Consulting,Management & Consulting,$100 to $500 million (USD),6,Company - Private,-1,3.9,4.0,4.3,3.8,4.4,-1,2023-05-11 15:10:49.747425
448,Data Science Engineer,94914.0,-1,BACHELOR,-1,"Tampa, FL",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.5,-1,-1,-1,-1,-1,"AI Cyber Solutions
4.5",2023-05-11 15:10:52.004026
449,Data Science Analyst,59500.0,-1,BACHELOR,-1,Rhode Island,0,5001 to 10000 Employees,6,1966,57,Research & Development,Management & Consulting,$100 to $500 million (USD),6,Company - Private,4.0,3.5,3.4,4.2,3.7,4.3,"The NPD Group
4.0",2023-05-11 15:10:54.481469
450,BUSINESS INTELLIGENCE ANALYST I,78042.0,-1,-1,-1,"Columbia, MO",0,5001 to 10000 Employees,6,1956,67,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),7,Hospital,3.4,3.6,3.4,3.3,2.8,3.1,"MU Health Care
3.4",2023-05-11 15:11:02.088992
451,Senior Data Engineer,130000.0,4,BACHELOR,SENIOR,"North Druid Hills, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 15:11:04.735155
452,Junior AI Engineer,87503.0,1,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:11:07.104362
453,Data Quality Analyst,82357.0,8,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:11:10.992117
454,Data Analyst,95000.0,3,BACHELOR,-1,"Fort Worth, TX",0,Unknown,-1,-1,-1,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,Company - Private,3.7,4.5,3.5,4.0,2.5,4.5,"FASTENER DISTRIBUTION HOLDINGS LLC
3.7",2023-05-11 15:11:14.181677
455,Data Scientist,102047.0,2,BACHELOR,-1,"Minneapolis, MN",0,201 to 500 Employees,3,2003,20,Business Consulting,Management & Consulting,$25 to $100 million (USD),4,Subsidiary or Business Segment,4.0,3.8,3.8,4.0,3.9,3.8,"Trissential
4.0",2023-05-11 15:11:16.722269
456,Data Analyst,140400.0,3,BACHELOR,SENIOR,"Cupertino, CA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,3.0,3.0,3.0,3.0,3.0,3.0,"Match Inc
3.0",2023-05-11 15:11:23.464636
457,Data Scientist,107500.0,3,BACHELOR,JUNIOR,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,National Consulting Partners,2023-05-11 15:11:26.366640
458,Data Scientist,100746.0,3,BACHELOR,-1,"Reston, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.6,4.4,4.0,4.4,4.0,3.4,"GTA (Global Technology Associates)
4.6",2023-05-11 15:11:28.775820
459,Data Science Co-op,105551.0,-1,BACHELOR,JUNIOR,"Danvers, MA",0,1001 to 5000 Employees,5,1981,42,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),6,Company - Public,3.6,3.8,3.7,3.6,3.3,2.9,"Abiomed
3.6",2023-05-11 15:11:30.988560
460,Data Engineer,135200.0,2,MASTER,-1,"Houston, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Mannara Technologies,2023-05-11 15:11:34.154643
461,Data Scientist,115535.0,5,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:11:36.374216
462,Data Science Associate,96038.0,2,BACHELOR,-1,"Raleigh, NC",0,10000+ Employees,7,1987,36,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),9,Company - Public,3.9,3.5,4.3,3.8,3.5,3.4,"Gilead Sciences
3.9",2023-05-11 15:11:39.280136
464,Junior Business Analyst,66912.0,-1,-1,-1,"Port Washington, NY",0,501 to 1000 Employees,4,1989,34,Consumer Product Manufacturing,Manufacturing,$500 million to $1 billion (USD),7,Company - Private,2.8,3.2,2.8,2.9,2.6,2.7,"Kiss Products
2.8",2023-05-11 15:11:43.181286
465,Data Engineer,108505.0,8,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:11:46.175578
468,EDBI Business Analyst,83200.0,8,BACHELOR,-1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.9,4.8,4.2,4.8,4.9,5.0,"TECKpert
4.9",2023-05-11 15:11:53.780371
469,Data Analyst,91474.0,2,BACHELOR,-1,"San Francisco, CA",0,51 to 200 Employees,2,2006,17,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.4,4.1,4.0,4.7,4.3,4.5,"Moove-it
4.4",2023-05-11 15:11:56.089476
470,Data Analyst,79979.0,5,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,BET+,2023-05-11 15:11:59.885947
471,Statistical Analyst I,65910.0,12,MASTER,-1,"Schaumburg, IL",0,10000+ Employees,7,1872,151,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Private,4.2,3.8,4.0,4.2,3.8,4.1,"Zurich Insurance
4.2",2023-05-11 15:12:01.204640
472,Data Scientist (All Levels),115100.0,3,BACHELOR,JUNIOR,"Reston, VA",0,1001 to 5000 Employees,5,1996,27,Business Consulting,Management & Consulting,$100 to $500 million (USD),6,Nonprofit Organization,4.5,4.1,4.0,4.5,4.2,4.5,"Noblis
4.5",2023-05-11 15:12:03.802921
473,"Co-op, Data Engineer",131330.0,-1,MASTER,SENIOR,"Cambridge, MA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Exo Therapeutics,2023-05-11 15:12:06.694281
474,Data Scientist,99000.0,4,BACHELOR,SENIOR,Remote,1,1001 to 5000 Employees,5,1999,24,Home Furniture & Housewares Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Public,3.1,3.2,3.0,3.4,2.8,3.4,"Overstock.com Inc.
3.1",2023-05-11 15:12:09.519815
476,Sr Data Science Engineer,110906.0,5,BACHELOR,SENIOR,"Nashville, TN",0,10000+ Employees,7,1968,55,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),9,Company - Public,3.3,3.5,3.2,3.3,3.0,3.2,"HCA Healthcare
3.3",2023-05-11 15:12:14.174576
477,Data Engineer,125000.0,12,BACHELOR,SENIOR,Remote,1,1 to 50 Employees,1,1993,30,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,4.3,4.3,3.4,4.3,4.4,3.8,"Fulcrum Analytics
4.3",2023-05-11 15:12:17.076041
478,Data Analyst,67446.0,-1,-1,-1,"Chicago, IL",0,201 to 500 Employees,3,2015,8,Catering & Food Service Contractors,Restaurants & Food Service,Unknown / Non-Applicable,-1,Company - Private,4.6,4.5,4.4,4.7,4.5,4.5,-1,2023-05-11 15:12:20.092446
480,Data Quality Analyst,82357.0,8,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:12:29.833934
481,Junior AI Engineer,87503.0,1,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:12:32.956327
482,Senior Data Engineer,130000.0,4,BACHELOR,SENIOR,"North Druid Hills, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 15:12:35.105524
483,BUSINESS INTELLIGENCE ANALYST I,78042.0,-1,BACHELOR,-1,"Columbia, MO",0,5001 to 10000 Employees,6,1956,67,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),7,Hospital,3.4,3.6,3.4,3.3,2.8,3.1,"MU Health Care
3.4",2023-05-11 15:12:37.094926
484,Data Science Associate,96038.0,2,BACHELOR,-1,"Raleigh, NC",0,10000+ Employees,7,1987,36,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),9,Company - Public,3.9,3.5,4.3,3.8,3.5,3.4,"Gilead Sciences
3.9",2023-05-11 15:12:40.463197
486,-1,65910.0,-1,-1,-1,-1,0,10000+ Employees,7,1872,151,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Private,-1,-1,-1,-1,-1,-1,-1,2023-05-11 15:12:44.542162
487,Manager Data Analytics,113427.0,5,BACHELOR,SENIOR,"Worcester, MA",0,10000+ Employees,7,1997,26,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),7,Hospital,3.8,3.9,3.9,3.7,3.4,3.7,"UMass Memorial Health
3.8",2023-05-11 15:12:46.785884
488,Data Science Engineer,78948.0,-1,MASTER,-1,"Farmington Hills, MI",0,1 to 50 Employees,1,2000,23,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),2,Company - Private,4.4,4.3,4.5,4.5,4.5,4.5,"SunSoft Technologies
4.4",2023-05-11 15:12:52.858373
490,Data Science Co-op,105551.0,-1,-1,-1,"Danvers, MA",0,1001 to 5000 Employees,5,1981,42,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),6,Company - Public,3.6,3.8,3.7,3.6,3.3,2.9,"Abiomed
3.6",2023-05-11 15:12:55.943101
491,Senior Data Analyst,108893.0,10,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:12:58.793498
492,Data Engineer/ Data Science on W2,98800.0,8,MASTER,SENIOR,"Greenwood Village, CO",0,1001 to 5000 Employees,5,-1,-1,Colleges & Universities,Education,Unknown / Non-Applicable,-1,College / University,4.5,4.4,4.2,4.2,3.9,4.1,"BITS
4.5",2023-05-11 15:13:02.389362
493,Data Analytics Analyst,81869.0,3,BACHELOR,SENIOR,"Worcester, MA",0,10000+ Employees,7,1997,26,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),7,Hospital,3.8,3.9,3.9,3.7,3.4,3.7,"UMass Memorial Health
3.8",2023-05-11 15:13:04.849495
494,Data Science Engineer,105699.0,-1,BACHELOR,SENIOR,"Herndon, VA",0,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.6,4.0,4.0,3.0,4.0,3.0,"Softthink Solutions
2.6",2023-05-11 15:13:07.377259
495,"Manager, Data Science",118422.0,5,BACHELOR,SENIOR,"Boulder, CO",0,10000+ Employees,7,2011,12,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),8,Company - Public,3.7,3.6,3.5,3.6,3.3,3.6,"HelloFresh
3.7",2023-05-11 15:13:10.637987
496,"Co-op, Data Engineer",131330.0,-1,MASTER,SENIOR,"Cambridge, MA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Exo Therapeutics,2023-05-11 15:13:13.466367
497,Data Analytics Engineer,91795.0,-1,-1,-1,"Oklahoma City, OK",0,1001 to 5000 Employees,5,1971,52,Vehicle Dealers,Retail & Wholesale,$100 to $500 million (USD),6,Company - Private,4.2,4.0,4.4,4.0,3.8,4.2,"Warren CAT
4.2",2023-05-11 15:13:15.685840
499,-1,150000.0,-1,-1,-1,"Fort Lee, NJ",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.7,4.4,4.7,4.4,4.4,-1,2023-05-11 15:13:22.460368
501,Data Scientist,100746.0,3,BACHELOR,-1,"Reston, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.6,4.4,4.0,4.4,4.0,3.4,"GTA (Global Technology Associates)
4.6",2023-05-11 15:13:24.965922
503,Senior Data Engineer,110000.0,5,BACHELOR,SENIOR,"Ohio City, OH",0,201 to 500 Employees,3,2011,12,Primary & Secondary Schools,Education,Unknown / Non-Applicable,-1,Company - Private,4.6,4.5,4.4,4.9,4.3,4.6,"BEGiN
4.6",2023-05-11 15:13:31.671844
504,Data Scientist,115535.0,5,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:13:35.883163
505,Data Engineer,108505.0,8,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:13:38.938294
507,Data Analyst,91474.0,2,BACHELOR,-1,"San Francisco, CA",0,51 to 200 Employees,2,2006,17,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.4,4.1,4.0,4.7,4.3,4.5,"Moove-it
4.4",2023-05-11 15:13:46.025394
508,Associate Data Engineer,108900.0,12,BACHELOR,JUNIOR,"Hartford, CT",0,10000+ Employees,7,1853,170,Insurance Carriers,Insurance,$10+ billion (USD),9,Company - Public,4.0,4.1,4.1,4.1,3.8,3.9,"The Travelers Companies, Inc.
4.0",2023-05-11 15:13:48.178473
509,Data Analyst,95000.0,-1,-1,-1,"Fort Worth, TX",0,Unknown,-1,-1,-1,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,Company - Private,3.7,4.5,3.5,4.0,2.5,4.5,-1,2023-05-11 15:13:51.301944
511,Data Quality Analyst,82357.0,8,BACHELOR,SENIOR,"Reston, VA",0,1001 to 5000 Employees,5,2006,17,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Private,4.2,4.0,3.9,4.0,3.9,4.2,"Octo
4.2",2023-05-11 15:13:59.694121
