Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time Unit,Scale_Company_Size,Scale_Revenue,Scale_Location
135000.0,Business Intelligence Analyst,2.0,2,-1,Capstone,NY,3.9,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,3.4,3.5,3.5,3.6,3.6,yr,4.824058459808882,6.865298840321142,10.0
100800.0,Business Intelligence Analyst I,3.0,1,1,Navy Federal Credit Union,FL,4.1,0,90.0,10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,3.9,4.3,4.1,3.7,3.7,yr,7.0,6.865298840321142,7.0
107500.0,Business Intelligence Analyst,3.0,-1,-1,Tripalink,LA,2.9,0,7.0,51 to 200 Employees,2016,Public,Real Estate,Real Estate,Unknown / Non-Applicable,2.9,2.6,2.8,2.6,2.7,yr,2.0,6.865298840321142,3.0
67500.0,"Analyst, Business Intelligence",3.0,2,1,Sol de Janeiro,NY,2.8,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,2.8,2.5,2.7,2.8,2.5,yr,4.824058459808882,6.865298840321142,10.0
87565.0,Sr. Business Intelligence Analyst,3.0,-1,-1,ENA Corporate,NC,4.5,0,27.0,51 to 200 Employees,1996,Private,Internet & Web Services,Information Technology,$100 to $500 million (USD),4.3,4.0,4.8,4.3,4.3,yr,2.0,6.0,19.0
43952.0,Business Analyst I - II REMOTE - AZ,5.0,1,1,Blue Cross Blue Shield of Arizona,AL,4.1,0,84.0,1001 to 5000 Employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,3.9,3.9,4.2,4.0,4.0,yr,5.0,6.865298840321142,23.0
82310.0,Business Intelligence System Analyst,3.0,-1,-1,Spencer's,NJ,3.6,0,76.0,5001 to 10000 Employees,1947,Private,Other,Retail & Wholesale,$100 to $500 million (USD),3.1,2.8,3.8,3.2,3.4,yr,6.0,6.0,2.0
76000.0,Business Intelligence Analyst,3.0,-1,-1,Employers,NV,3.8,0,110.0,501 to 1000 Employees,1913,Public,Insurance Carriers,Insurance,$500 million to $1 billion (USD),3.5,3.5,3.3,3.4,3.6,yr,4.0,7.0,37.0
83738.0,Business Intelligence Analyst,3.0,-1,-1,"Cinemark USA, Inc",TX,3.7,0,39.0,10000+ Employees,1984,Public,Culture & Entertainment,"Arts, Entertainment & Recreation",$1 to $5 billion (USD),3.2,2.9,3.5,3.3,3.4,yr,7.0,7.0,12.0
71125.0,Jr. Business Analyst,3.0,1,0,Momentum Consulting,FL,4.4,0,29.0,51 to 200 Employees,1994,Private,Business Consulting,Management & Consulting,$25 to $100 million (USD),3.7,3.8,4.3,4.1,4.1,yr,2.0,6.865298840321142,7.0
67500.0,"Analyst, Business Intelligence",3.0,-1,-1,Sol de Janeiro,NY,2.8,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,2.8,2.5,2.7,2.8,2.5,yr,4.824058459808882,6.865298840321142,10.0
78941.0,Business Intelligence Analyst,2.0,2,-1,Pozent Corporation,NJ,4.0,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,4.2,3.9,4.3,4.4,4.0,yr,4.824058459808882,6.865298840321142,2.0
73165.0,Trainee - Business Analyst,1.0,1,-1,LeewayHertz,CA,3.7,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,3.8,3.5,3.7,3.6,3.6,yr,4.824058459808882,6.865298840321142,4.0
74569.0,Planning Business Analyst,3.0,1,1,Nike,TN,4.2,0,51.0,10000+ Employees,1972,Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),3.7,3.9,4.1,3.6,3.8,yr,7.0,9.0,25.0
80000.0,Data Analyst - Remote USA,3.0,1,-1,CBRE,Remote,3.9,1,117.0,10000+ Employees,1906,Public,Real Estate,Real Estate,Unknown / Non-Applicable,3.8,3.6,3.8,3.5,3.6,yr,7.0,6.865298840321142,1.0
88262.0,Business Intelligence Analyst,5.0,2,1,"Applied Systems, Inc.",IL,3.9,0,40.0,1001 to 5000 Employees,1983,Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),3.6,3.4,4.0,3.7,4.2,yr,5.0,6.0,27.0
66070.0,Business Analyst I,3.0,-1,-1,RELX,GA,4.0,0,143.0,10000+ Employees,1880,Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.4,3.4,3.8,3.3,4.0,yr,7.0,9.0,18.0
92142.0,Business Intelligence Analyst,3.0,1,-1,Intone Networks,LA,4.3,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,4.3,4.2,4.2,3.6,4.2,yr,4.824058459808882,6.865298840321142,3.0
71240.0,Business Intelligence Analyst,2.0,2,1,Warner Music Group,CA,3.7,0,20.0,1001 to 5000 Employees,2003,Public,Broadcast Media,Media & Communication,$1 to $5 billion (USD),3.2,3.3,3.7,3.2,3.5,yr,5.0,7.0,4.0
85000.0,Business Analyst,3.0,-1,-1,Dept Behavioral Health/Develop,VA,3.6,0,235.0,10000+ Employees,1788,Government,State & Regional Agencies,Government & Public Administration,$25 to $100 million (USD),3.2,3.5,3.2,3.2,3.6,yr,7.0,6.865298840321142,17.0
71619.0,Business Intelligence Analyst,3.0,-1,-1,AI Cyber Solutions,FL,4.5,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,3.7170687711386696,3.751206313416009,3.826967305524239,3.5513416009019165,3.770101465614431,yr,4.824058459808882,6.865298840321142,7.0
78941.0,Business Intelligence Analyst,3.0,-1,-1,Pozent Corporation,NJ,4.0,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,4.2,3.9,4.3,4.4,4.0,yr,4.824058459808882,6.865298840321142,2.0
77350.0,"Sr. Specialist, Data Analytics",2.0,1,-1,Cardinal Health,LA,3.7,0,52.0,10000+ Employees,1971,Public,Other,Retail & Wholesale,$10+ billion (USD),3.6,3.6,3.7,3.3,3.6,yr,7.0,9.0,3.0
75840.0,Business Analyst 3- REMOTE ROLE,2.0,2,-1,ARK Solutions,VA,4.5,0,20.0,201 to 500 Employees,2003,Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4.3,4.0,4.1,4.2,3.9,yr,3.0,6.865298840321142,17.0
95000.0,Business Analyst,6.0,2,-1,Maven Workforce Pvt. Ltd,PA,4.1,0,15.0,51 to 200 Employees,2008,Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,4.3,3.9,4.2,4.3,4.2,yr,2.0,6.865298840321142,31.0
80000.0,Business Systems Analyst (REMOTE),2.0,1,-1,"Foot Locker Corporate Services, Inc.",FL,3.6,0,49.0,10000+ Employees,1974,Public,Other,Retail & Wholesale,$5 to $10 billion (USD),3.3,3.0,3.6,3.2,3.3,yr,7.0,8.0,7.0
73722.0,Business Intelligence Analyst,3.0,-1,-1,Bankers Healthcare Group,FL,4.5,0,22.0,1001 to 5000 Employees,2001,Private,Banking & Lending,Financial Services,$500 million to $1 billion (USD),4.5,4.5,4.6,4.4,4.2,yr,5.0,7.0,7.0
85000.0,Business Analyst,3.0,1,-1,Dept Behavioral Health/Develop,VA,3.6,0,235.0,10000+ Employees,1788,Government,State & Regional Agencies,Government & Public Administration,$25 to $100 million (USD),3.2,3.5,3.2,3.2,3.6,yr,7.0,6.865298840321142,17.0
49995.0,Data Analyst I,3.0,-1,-1,Neogen,NE,3.3,0,42.0,1001 to 5000 Employees,1981,Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),3.2,2.9,3.2,2.9,3.4,yr,5.0,6.0,49.0
107148.0,Business Intelligence Analyst,4.0,1,-1,City of Vancouver,WA,3.4,0,198.0,1001 to 5000 Employees,1825,Government,Other,Government & Public Administration,Unknown / Non-Applicable,3.4,3.6,3.0,2.7,3.8,mo,5.0,6.865298840321142,8.0
115609.0,Business Intelligence Analyst,3.0,-1,-1,Caterpillar,LA,3.6,0,20.0,10000+ Employees,2003,Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.3,3.1,2.9,yr,7.0,7.0,3.0
80529.0,Business Intelligence Analyst,3.0,1,1,Johns Hopkins HealthCare,MD,3.7,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,3.5,3.5,3.3,3.4,3.5,yr,4.824058459808882,6.865298840321142,6.0
84718.0,Business Intelligence Analyst,3.0,-1,-1,eXp Realty,IL,4.6,0,14.0,10000+ Employees,2009,Public,Real Estate,Real Estate,$5 to $10 billion (USD),4.6,4.5,4.6,4.6,4.6,yr,7.0,8.0,27.0
95475.0,Business Analyst,3.0,-1,-1,Dawn Foods,LA,3.5,0,103.0,1001 to 5000 Employees,1920,Private,Food & Beverage Manufacturing,Manufacturing,$1 to $5 billion (USD),3.1,3.7,3.3,3.1,3.2,yr,5.0,7.0,3.0
90000.0,Business Intelligence Analyst,3.0,-1,-1,Vetro Tech Inc,AZ,3.9,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,3.9,3.9,3.4,3.4,3.9,yr,4.824058459808882,6.865298840321142,5.0
115000.0,Business Intelligence Analyst,3.0,-1,-1,Mitchell Martin,IL,4.3,0,39.0,501 to 1000 Employees,1984,Private,HR Consulting,Human Resources & Staffing,$100 to $500 million (USD),4.3,4.3,4.4,4.4,4.5,yr,4.0,6.0,27.0
97500.0,Business Intelligence Analyst,3.0,-1,-1,Stanford University,CA,4.3,0,132.0,10000+ Employees,1891,College / University,Colleges & Universities,Education,$10+ billion (USD),4.1,3.6,4.1,3.8,3.8,yr,7.0,9.0,4.0
62926.0,Business Intelligence Analyst,3.0,1,1,"Island Finance, LLC",PR,2.8,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,2.4,2.1,2.1,2.4,1.7,yr,4.824058459808882,6.865298840321142,43.0
107500.0,Business Intelligence Analyst,3.0,2,-1,Tripalink,LA,2.9,0,7.0,51 to 200 Employees,2016,Public,Real Estate,Real Estate,Unknown / Non-Applicable,2.9,2.6,2.8,2.6,2.7,yr,2.0,6.865298840321142,3.0
124800.0,Business Analyst,3.0,-1,-1,HCPL Global Inc.,VA,5.0,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,5.0,5.0,5.0,5.0,5.0,hr,4.824058459808882,6.865298840321142,17.0
94872.0,Data Analyst (2023),7.0,1,-1,Protect Democracy,Remote,3.898795718108832,1,52.49002770083103,-1,-1,Private,Unknown,-1,-1,3.7170687711386696,3.751206313416009,3.826967305524239,3.5513416009019165,3.770101465614431,yr,4.824058459808882,6.865298840321142,1.0
89371.0,Business Intelligence Analyst,3.0,-1,-1,The Meet Group,PA,4.0,0,18.0,201 to 500 Employees,2005,Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.0,4.3,3.9,3.8,3.9,yr,3.0,6.865298840321142,31.0
84718.0,Business Intelligence Analyst,3.0,1,1,eXp Realty,IL,4.6,0,14.0,10000+ Employees,2009,Public,Real Estate,Real Estate,$5 to $10 billion (USD),4.6,4.5,4.6,4.6,4.6,yr,7.0,8.0,27.0
100000.0,Healthcare Data Scientist,3.0,1,-1,Humbi Analytics LLC,Remote,3.898795718108832,1,52.49002770083103,-1,-1,Private,Unknown,-1,-1,3.7170687711386696,3.751206313416009,3.826967305524239,3.5513416009019165,3.770101465614431,yr,4.824058459808882,6.865298840321142,1.0
186000.0,IT Data and Analytics Leader,8.0,1,1,"Cadence Design Systems
4.4",CA,4.4,0,35.0,5001 to 10000 Employees,1988,Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.4,4.1,4.3,yr,6.0,6.865298840321142,4.0
150800.0,Sr. Data Science and Analytics Programmer (R & Python Programming),5.0,1,-1,"Redbock- an NES Fircroft company
4.4",Remote,4.4,1,13.0,51 to 200 Employees,2010,Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,3.9,3.6,4.3,4.2,3.6,hr,2.0,6.865298840321142,1.0
135200.0,Marketing Data Analytics,5.0,2,-1,"cyberThink
3.7",Remote,3.7,1,27.0,201 to 500 Employees,1996,Private,Other,Human Resources & Staffing,Unknown / Non-Applicable,3.3,3.4,3.2,3.4,3.4,hr,3.0,6.865298840321142,1.0
71870.0,Data Analyst | Remote-US,2.0,1,-1,"IXIS, LLC
3.4",VT,3.4,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,3.5,3.2,3.0,3.1,3.4,yr,4.824058459808882,6.865298840321142,55.0
130000.0,Consultant - Data Science,3.0,-1,-1,"Trinity Life Sciences
3.8",LA,3.8,0,27.0,1001 to 5000 Employees,1996,Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,3.8,3.8,3.7,3.5,3.1,yr,5.0,6.865298840321142,3.0
215000.0,ML Data Scientist,7.0,2,1,"Machinify
3.7",LA,3.7,0,7.0,51 to 200 Employees,2016,Private,Software Development,Information Technology,Unknown / Non-Applicable,3.3,4.0,2.7,2.7,4.4,yr,2.0,6.865298840321142,3.0
52983.0,Transit Data Analyst,2.0,1,-1,"IBI Group
3.9",MA,3.9,0,49.0,1001 to 5000 Employees,1974,Public,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),3.8,3.3,3.9,3.6,3.7,yr,5.0,6.0,14.0
79979.0,Data Analyst,5.0,1,-1,BET+,Remote,3.898795718108832,1,52.49002770083103,-1,-1,Private,Unknown,-1,-1,3.7170687711386696,3.751206313416009,3.826967305524239,3.5513416009019165,3.770101465614431,yr,4.824058459808882,6.865298840321142,1.0
66250.0,"Analyst, Data Science",3.0,1,0,"Publicis Collective
3.4",NY,3.4,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,4.0,3.8,3.5,3.5,3.7,yr,4.824058459808882,6.865298840321142,10.0
74000.0,"Senior Analyst, Data Analytics and Visualization",2.0,1,1,"ASTHO
4.6",Remote,4.6,1,81.0,201 to 500 Employees,1942,Private,State & Regional Agencies,Government & Public Administration,$5 to $25 million (USD),4.2,4.5,4.7,4.3,4.7,yr,3.0,3.0,1.0
150800.0,Sr. Data Scientist,7.0,1,-1,"Altak Group
2.0",Remote,2.0,1,52.49002770083103,-1,-1,Private,Unknown,-1,-1,2.0,2.0,2.0,2.0,3.0,hr,4.824058459808882,6.865298840321142,1.0
91922.0,Data Analytics Engineer,4.0,1,-1,"Warren CAT
4.2",OK,4.2,0,52.0,1001 to 5000 Employees,1971,Private,Other,Retail & Wholesale,$100 to $500 million (USD),4.0,4.4,4.0,3.8,4.2,yr,5.0,6.0,46.0
112893.0,Sr. Data Scientist,3.0,2,1,"Nike
4.2",OR,4.2,0,51.0,10000+ Employees,1972,Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),3.7,3.9,4.1,3.6,3.8,yr,7.0,9.0,38.0
132783.0,"Senior Data Scientist, Analytics & Insights",10.0,1,1,"LG Electronics U.S.
2.9",NJ,2.9,0,71.0,1001 to 5000 Employees,1952,Subsidiary or Business Segment,Other,Retail & Wholesale,$10+ billion (USD),2.8,3.5,2.8,2.4,2.3,yr,5.0,9.0,2.0
150800.0,-1,3.0,-1,-1,-1,LA,3.898795718108832,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,3.7170687711386696,3.751206313416009,3.826967305524239,3.5513416009019165,3.770101465614431,hr,4.824058459808882,6.865298840321142,3.0
76960.0,Data Analyst,3.0,1,0,"DONIA LLC
4.0",NY,4.0,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,1.0,3.0,2.0,1.0,5.0,hr,4.824058459808882,6.865298840321142,10.0
70000.0,Analyst - Analytics and Data Science,5.0,1,1,"Blue Cross Blue Shield of Arizona
4.1",LA,4.1,0,84.0,1001 to 5000 Employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,3.9,3.9,4.2,4.0,4.0,yr,5.0,6.865298840321142,3.0
145000.0,People Analytics - Data Science & Reporting Analyst,4.0,1,1,"D. E. Shaw & Co., L.P.
4.6",NY,4.6,0,35.0,1001 to 5000 Employees,1988,Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,4.4,4.4,4.5,4.3,4.2,yr,5.0,6.865298840321142,10.0
107000.0,Sr. Business Analyst,6.0,1,0,"Zillow
3.9",Remote,3.9,1,18.0,5001 to 10000 Employees,2005,Public,Real Estate,Real Estate,$1 to $5 billion (USD),3.6,4.0,4.1,3.3,4.2,yr,6.0,7.0,1.0
175906.0,Head of Data Science and Analytics,10.0,1,1,"Nextdoor
4.1",CA,4.1,0,13.0,501 to 1000 Employees,2010,Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.0,3.7,4.3,3.8,4.0,yr,4.0,6.865298840321142,4.0
200900.0,People Data Governance and Analytics Director,10.0,1,1,"Fortive Corporate
3.2",WA,3.2,0,7.0,10000+ Employees,2016,Public,Machinery Manufacturing,Manufacturing,$5 to $10 billion (USD),3.2,3.5,3.4,2.9,3.3,yr,7.0,8.0,8.0
100000.0,"Sr. Data Analyst, Data Science & Insights",3.0,1,1,"Dow Jones
3.9",NY,3.9,0,141.0,5001 to 10000 Employees,1882,Subsidiary or Business Segment,Broadcast Media,Media & Communication,$500 million to $1 billion (USD),3.6,3.7,3.9,3.3,4.1,yr,6.0,7.0,10.0
170000.0,Director of Analytics and Data Science,5.0,2,1,"KeyBank
3.8",NY,3.8,0,174.0,10000+ Employees,1849,Public,Banking & Lending,Financial Services,$5 to $10 billion (USD),3.8,3.7,3.9,3.5,3.8,yr,7.0,8.0,10.0
123908.0,"Senior Director, Data Science & Business Analytics",10.0,1,1,"Interior Logic Group
3.1",CA,3.1,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,2.9,3.1,3.0,2.8,3.0,yr,4.824058459808882,6.865298840321142,4.0
105000.0,Data Scientist,1.0,1,-1,"CVS Health
3.1",NY,3.1,0,60.0,10000+ Employees,1963,Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),3.1,3.1,2.9,2.7,2.8,yr,7.0,9.0,10.0
120633.0,"Manager, Data Science, Business Analytics & Insights",5.0,1,1,"Pfizer
4.1",NY,4.1,0,174.0,10000+ Employees,1849,Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.8,4.0,4.0,3.6,3.9,yr,7.0,9.0,10.0
92600.0,Sr. Data Analyst (Partner Analytics),2.0,1,0,"Strive Health
3.6",CO,3.6,0,5.0,501 to 1000 Employees,2018,Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.9,3.9,3.8,3.5,4.1,yr,4.0,6.865298840321142,16.0
117207.0,"Director, Data and Analytics",5.0,1,1,"Kellogg Company
3.9",IL,3.9,0,117.0,10000+ Employees,1906,Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),3.5,3.8,3.8,3.4,3.4,yr,7.0,9.0,27.0
234250.0,"Director, Product Creation & Merchandising Data Science (Remote Option*)",7.0,1,1,"Nike
4.2",OR,4.2,0,51.0,10000+ Employees,1972,Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),3.7,3.9,4.1,3.6,3.8,yr,7.0,9.0,38.0
114429.0,Data Science Analyst,3.0,1,1,"Capital Group Companies
4.1",CA,4.1,0,92.0,5001 to 10000 Employees,1931,Private,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),3.6,4.3,4.1,3.7,3.9,yr,6.0,7.0,4.0
187500.0,"Director, Data Science and Analytics",5.0,2,1,"West Health
4.2",CA,4.2,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,3.9,4.4,4.1,4.1,3.9,yr,4.824058459808882,6.865298840321142,4.0
92600.0,Sr. Data Analyst (Partner Analytics),3.0,-1,-1,"Strive Health
3.6",CO,3.6,0,5.0,501 to 1000 Employees,2018,Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.9,3.9,3.8,3.5,4.1,yr,4.0,6.865298840321142,16.0
207500.0,"Data Scientist, Product",6.0,1,-1,"Notion
4.8",NY,4.8,0,7.0,201 to 500 Employees,2016,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.8,4.8,4.8,4.7,4.4,yr,3.0,6.865298840321142,10.0
169800.0,"Senior Manager, Business Analytics and Insights",7.0,1,1,"Pfizer
4.1",PA,4.1,0,174.0,10000+ Employees,1849,Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.8,4.0,4.0,3.6,3.9,yr,7.0,9.0,31.0
137500.0,"Data Engineer, Product Analytics",2.0,1,-1,"Meta
3.9",WA,3.9,0,19.0,10000+ Employees,2004,Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,yr,7.0,9.0,8.0
160000.0,"Director, Data Science and Analytics, Digital Americas",5.0,1,1,"Birkenstock USA
3.9",NY,3.9,0,249.0,Unknown,1774,Private,Other,Retail & Wholesale,Unknown / Non-Applicable,3.4,3.4,3.7,3.3,3.5,yr,4.824058459808882,6.865298840321142,10.0
214500.0,Data Engineer,5.0,2,-1,"Asana
4.5",CA,4.5,0,15.0,1001 to 5000 Employees,2008,Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.3,4.5,4.5,4.3,4.3,yr,5.0,6.865298840321142,4.0
157500.0,Director of Data & Analytics,5.0,1,0,"Milo's Tea Company
4.1",Remote,4.1,1,77.0,201 to 500 Employees,1946,Private,Food & Beverage Manufacturing,Manufacturing,$25 to $100 million (USD),4.0,4.6,4.4,4.0,4.1,yr,3.0,6.865298840321142,1.0
137500.0,"Data Scientist, Product Analytics - Monetization",2.0,1,-1,"Facebook App
3.9",CA,3.9,0,19.0,10000+ Employees,2004,Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,yr,7.0,9.0,4.0
118560.0,"Data Scientist, People Analytics",4.0,1,1,"Virgin Galactic
2.7",CA,2.7,0,19.0,501 to 1000 Employees,2004,Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,2.6,3.1,2.3,2.1,3.3,yr,4.0,6.865298840321142,4.0
175750.0,"Director, Data Science and Informatics",10.0,2,1,"CareOregon
3.9",OR,3.9,0,29.0,501 to 1000 Employees,1994,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$5 to $25 million (USD),3.2,3.6,4.0,3.0,3.9,yr,4.0,3.0,38.0
70000.0,Analyst - Analytics and Data Science,3.0,-1,-1,-1,LA,4.1,0,84.0,1001 to 5000 Employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,3.9,3.9,4.2,4.0,4.0,yr,5.0,6.865298840321142,3.0
96179.0,Data Scientist - Product Analytics,3.0,1,1,"Caterpillar
4.0",IL,4.0,0,98.0,10000+ Employees,1925,Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),3.8,3.9,3.9,3.5,3.8,yr,7.0,9.0,27.0
207500.0,"Data Scientist, Product",6.0,1,-1,"Notion
4.8",CA,4.8,0,7.0,201 to 500 Employees,2016,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.8,4.8,4.8,4.7,4.4,yr,3.0,6.865298840321142,4.0
175750.0,"Director, Data Science and Informatics",3.0,-1,-1,"CareOregon
3.9",OR,3.9,0,29.0,501 to 1000 Employees,1994,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$5 to $25 million (USD),3.2,3.6,4.0,3.0,3.9,yr,4.0,3.0,38.0
207125.0,Data Scientist - Enterprise AI Consultant,5.0,1,-1,"NVIDIA
4.6",CA,4.6,0,30.0,10000+ Employees,1993,Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),4.4,4.5,4.6,4.4,4.2,yr,7.0,8.0,4.0
245000.0,IT Head of Data & Analytics,10.0,1,1,"Patagonia, Inc
4.4",CA,4.4,0,36.0,1001 to 5000 Employees,1987,Private,Other,Retail & Wholesale,$500 million to $1 billion (USD),3.5,4.1,4.5,3.9,4.3,yr,5.0,7.0,4.0
152639.0,Enterprise Data Scientist,5.0,1,0,"Arvest Bank
4.0",LA,4.0,0,24.0,5001 to 10000 Employees,1999,Private,Banking & Lending,Financial Services,$500 million to $1 billion (USD),3.8,3.6,4.1,3.6,3.9,yr,6.0,7.0,3.0
187500.0,Director Data & Analytics MVH,10.0,1,1,"Banfield Pet Hospital
3.1",Remote,3.1,1,68.0,10000+ Employees,1955,Private,Other,Personal Consumer Services,Unknown / Non-Applicable,3.3,3.2,3.0,2.6,2.7,yr,7.0,6.865298840321142,1.0
204000.0,"Director, Data Science & Advanced Analytics",5.0,1,0,"Abbott Laboratories
3.8",CA,3.8,0,135.0,10000+ Employees,1888,Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),3.5,3.8,3.6,3.2,3.4,yr,7.0,9.0,4.0
93725.0,Junior Data Scientist,3.0,-1,-1,"Logistics Management Institute
4.2",NC,4.2,0,62.0,1001 to 5000 Employees,1961,Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),3.9,4.0,4.3,3.8,4.3,yr,5.0,6.0,19.0
101997.0,Senior Data Analytics Engineer,5.0,1,1,"Papa John's
3.4",GA,3.4,0,39.0,10000+ Employees,1984,Public,Other,Restaurants & Food Service,$1 to $5 billion (USD),3.1,2.7,3.1,3.1,3.1,yr,7.0,7.0,18.0
148273.0,Data Scientist,4.0,2,-1,"Pinterest
4.0",CA,4.0,0,13.0,1001 to 5000 Employees,2010,Public,Internet & Web Services,Information Technology,$100 to $500 million (USD),3.6,4.0,4.0,3.3,4.0,yr,5.0,6.0,4.0
208575.0,"Director, Commercial Data Science and Decision Analytics - Brand Analytics",8.0,1,1,"SAGE Therapeutics
4.1",Remote,4.1,1,12.0,501 to 1000 Employees,2011,Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,3.8,4.6,4.6,3.3,4.3,yr,4.0,6.865298840321142,1.0
112500.0,Junior Data Scientist,3.0,1,0,Gohealthy,MD,3.898795718108832,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,3.7170687711386696,3.751206313416009,3.826967305524239,3.5513416009019165,3.770101465614431,yr,4.824058459808882,6.865298840321142,6.0
77350.0,"Sr. Specialist, Data Analytics",2.0,1,-1,"Cardinal Health
3.7",LA,3.7,0,52.0,10000+ Employees,1971,Public,Other,Retail & Wholesale,$10+ billion (USD),3.6,3.6,3.7,3.3,3.6,yr,7.0,9.0,3.0
233500.0,"Data Scientist, Analytics",6.0,2,-1,"Airtable
3.8",CA,3.8,0,10.0,1001 to 5000 Employees,2013,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.7,3.2,3.7,yr,5.0,6.865298840321142,4.0
70000.0,Analyst - Analytics and Data Science,3.0,-1,-1,"Blue Cross Blue Shield of Arizona
4.1",LA,4.1,0,84.0,1001 to 5000 Employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,3.9,3.9,4.2,4.0,4.0,yr,5.0,6.865298840321142,3.0
122356.0,"Data Scientist, Analytics & Insights",5.0,1,1,"LG Electronics U.S.
2.9",NJ,2.9,0,71.0,1001 to 5000 Employees,1952,Subsidiary or Business Segment,Other,Retail & Wholesale,$10+ billion (USD),2.8,3.5,2.8,2.4,2.3,yr,5.0,9.0,2.0
116000.0,"Data Scientist II, Product Analytics",5.0,1,1,"BOLD LLC
4.0",Remote,4.0,1,52.49002770083103,-1,-1,Private,Unknown,-1,-1,4.0,5.0,4.0,5.0,4.0,yr,4.824058459808882,6.865298840321142,1.0
140400.0,Data Analyst,3.0,1,1,"Match Inc
3.0",CA,3.0,0,52.49002770083103,-1,-1,Private,Unknown,-1,-1,3.0,3.0,3.0,3.0,3.0,hr,4.824058459808882,6.865298840321142,4.0
