,Job Title,Annual Salary,Experience,Education,Position,Is Remote,Company Size Scale,Company Old,Revenue Scale,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance
791,Java Developer,124800.0,5,BACHELOR,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
792,AngularJS Developer,111905.0,10,BACHELOR,SENIOR,0,1,1,-1,-1,-1,-1,-1,-1,-1
793,Back End Developer,140400.0,3,DOCTOR,-1,0,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
794,Apigee API Software Developer,114400.0,-1,MASTER,SENIOR,1,2,-1,-1,5.0,5.0,4.7,4.9,4.7,5.0
795,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
796,Sr. Java Developer,140400.0,12,BACHELOR,-1,0,1,13,3,3.9,3.7,3.8,3.5,3.5,3.4
798,Java Full Stack Developer,138320.0,4,MASTER,SENIOR,0,3,-1,-1,-1,-1,-1,-1,-1,-1
799,Python Developer With ReactJS,130000.0,10,MASTER,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
800,Java Developer,135200.0,6,BACHELOR,JUNIOR,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
801,Core Java/J2EE developer,109200.0,10,MASTER,-1,0,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
802,Senior Software Developer,135900.0,4,BACHELOR,SENIOR,0,7,12,8,3.7,3.6,3.5,3.6,3.3,3.6
803,Sr. Java Developer,140400.0,-1,DOCTOR,-1,0,2,-1,-1,5.0,5.0,4.6,4.8,4.8,4.8
805,Java Microservices Developer,135200.0,10,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
806,Java Developer (AWS),140400.0,5,BACHELOR,-1,0,1,-1,2,5.0,-1,-1,-1,-1,-1
807,Java Developer Mid,94449.0,4,BACHELOR,-1,0,1,-1,1,3.6,3.4,3.2,3.4,3.4,3.2
808,Java Developer,124800.0,-1,BACHELOR,-1,0,7,96,7,3.3,3.1,3.0,3.1,3.0,2.9
809,Software Developer,86285.0,-1,MASTER,-1,0,3,24,4,4.7,4.4,4.3,4.8,4.6,4.6
810,Software Developer,124800.0,2,BACHELOR,-1,1,2,-1,4,3.8,3.3,2.6,3.1,3.3,3.8
811,Java Developer with React,140400.0,9,BACHELOR,-1,1,2,6,-1,4.3,4.0,4.0,4.3,3.9,4.1
812,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,0,5,24,6,3.5,3.5,3.2,3.4,3.2,3.5
813,Sr. Java Developer,145600.0,2,MASTER,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
814,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
815,Java Developer (Backend),130000.0,7,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
816,Python Developer With ReactJS,130000.0,10,MASTER,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
817,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
818,Terraform developer,156000.0,5,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
821,Java Backend Developer,114400.0,6,BACHELOR,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
822,Java Developer,124800.0,5,BACHELOR,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
823,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
824,Sr. Backend Java Developer,140400.0,10,MASTER,-1,0,5,16,7,3.6,3.6,3.8,3.8,3.2,3.9
825,Sr. Java Developer,140400.0,12,BACHELOR,-1,0,1,13,3,3.9,3.7,3.8,3.5,3.5,3.4
826,Core Java/J2EE developer,109200.0,10,MASTER,-1,0,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
827,Java Backend Engineer,104227.0,5,BACHELOR,SENIOR,0,2,19,4,4.3,4.2,4.3,4.7,4.7,4.5
828,Full Stack Java Developer,83771.0,5,BACHELOR,SENIOR,0,3,23,-1,3.7,3.5,3.8,3.5,3.5,4.2
829,Sr. Java Developer,140400.0,-1,DOCTOR,-1,0,2,-1,-1,5.0,5.0,4.6,4.8,4.8,4.8
830,Senior Software Developer,135900.0,4,BACHELOR,SENIOR,0,7,12,8,3.7,3.6,3.5,3.6,3.3,3.6
831,Java Developer,130000.0,-1,MASTER,-1,0,4,17,-1,3.9,3.9,3.9,3.9,3.9,4.0
832,Java Developer (AWS),140400.0,5,BACHELOR,-1,0,1,-1,2,5.0,-1,-1,-1,-1,-1
833,Java Microservices Developer,135200.0,10,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
834,React JS Developer,109200.0,9,MASTER,-1,0,2,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
835,Java Developer,135200.0,10,BACHELOR,SENIOR,0,2,11,-1,4.5,4.4,3.7,4.0,4.5,3.8
836,AWS Developer,166400.0,5,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
837,Java Backend Developer,119600.0,7,BACHELOR,-1,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
838,Java Full Stack Developer,138320.0,4,MASTER,SENIOR,0,3,-1,-1,-1,-1,-1,-1,-1,-1
839,Back End Developer,140400.0,3,DOCTOR,-1,0,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
840,Software Developer,124800.0,2,BACHELOR,-1,1,2,-1,4,3.8,3.3,2.6,3.1,3.3,3.8
841,Java Developer with React,140400.0,9,BACHELOR,-1,1,2,6,-1,4.3,4.0,4.0,4.3,3.9,4.1
842,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,0,5,24,6,3.5,3.5,3.2,3.4,3.2,3.5
843,Sr. Java Developer,145600.0,2,MASTER,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
844,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
845,Java Developer (Backend),130000.0,7,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
847,Terraform developer,156000.0,5,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
848,Python Developer With ReactJS,130000.0,10,MASTER,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
849,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
850,Java Developer,124800.0,5,BACHELOR,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
851,Sr. Java Developer,140400.0,12,BACHELOR,-1,0,1,13,3,3.9,3.7,3.8,3.5,3.5,3.4
852,Java Backend Developer,114400.0,6,BACHELOR,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
853,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
854,Java Backend Engineer,104227.0,5,BACHELOR,SENIOR,0,2,19,4,4.3,4.2,4.3,4.7,4.7,4.5
855,Core Java/J2EE developer,109200.0,10,MASTER,-1,0,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
856,Full Stack Java Developer,83771.0,5,BACHELOR,SENIOR,0,3,23,-1,3.7,3.5,3.8,3.5,3.5,4.2
857,Sr. Java Developer,140400.0,-1,DOCTOR,-1,0,2,-1,-1,5.0,5.0,4.6,4.8,4.8,4.8
858,Apigee API Software Developer,114400.0,-1,MASTER,SENIOR,1,2,-1,-1,5.0,5.0,4.7,4.9,4.7,5.0
859,Senior Software Developer,135900.0,4,BACHELOR,SENIOR,0,7,12,8,3.7,3.6,3.5,3.6,3.3,3.6
860,Java Developer,135200.0,6,BACHELOR,JUNIOR,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
861,Back End Developer,140400.0,3,DOCTOR,-1,0,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
862,Java Microservices Developer,135200.0,10,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
863,Java Developer,130000.0,-1,MASTER,-1,0,4,17,-1,3.9,3.9,3.9,3.9,3.9,4.0
864,Java Developer (AWS),140400.0,5,BACHELOR,-1,0,1,-1,2,5.0,-1,-1,-1,-1,-1
865,Java Full Stack Developer,138320.0,4,MASTER,SENIOR,0,3,-1,-1,-1,-1,-1,-1,-1,-1
866,Sr. Full Stack Java Angular Developer (BHJOB22048_741),77114.0,5,BACHELOR,SENIOR,0,1,13,2,4.5,4.0,4.2,4.3,4.3,4.3
867,AWS Developer,166400.0,5,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
868,Java Backend Developer,119600.0,7,BACHELOR,-1,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
869,Java Developer,101691.2,4,MASTER,-1,0,1,-1,-1,4.1,4.1,4.0,4.0,4.0,4.1
870,Software Developer,124800.0,2,BACHELOR,-1,1,2,-1,4,3.8,3.3,2.6,3.1,3.3,3.8
871,Java Developer with React,140400.0,9,BACHELOR,-1,1,2,6,-1,4.3,4.0,4.0,4.3,3.9,4.1
872,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,0,5,24,6,3.5,3.5,3.2,3.4,3.2,3.5
873,Sr. Java Developer,145600.0,2,MASTER,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
874,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
875,Java Developer (Backend),130000.0,7,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
877,Terraform developer,156000.0,5,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
878,Python Developer With ReactJS,130000.0,10,MASTER,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
879,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
880,Java Developer,124800.0,5,BACHELOR,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
881,Sr. Java Developer,140400.0,12,BACHELOR,-1,0,1,13,3,3.9,3.7,3.8,3.5,3.5,3.4
882,Java Backend Developer,114400.0,6,BACHELOR,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
883,Java Backend Engineer,104227.0,5,BACHELOR,SENIOR,0,2,19,4,4.3,4.2,4.3,4.7,4.7,4.5
884,Core Java/J2EE developer,109200.0,10,MASTER,-1,0,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
885,Full Stack Java Developer,83771.0,5,BACHELOR,SENIOR,0,3,23,-1,3.7,3.5,3.8,3.5,3.5,4.2
886,Sr. Java Developer,140400.0,-1,DOCTOR,-1,0,2,-1,-1,5.0,5.0,4.6,4.8,4.8,4.8
887,Apigee API Software Developer,114400.0,-1,MASTER,SENIOR,1,2,-1,-1,5.0,5.0,4.7,4.9,4.7,5.0
888,Senior Software Developer,135900.0,4,BACHELOR,SENIOR,0,7,12,8,3.7,3.6,3.5,3.6,3.3,3.6
889,Java Developer,135200.0,6,BACHELOR,JUNIOR,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
890,Back End Developer,140400.0,3,DOCTOR,-1,0,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
891,Java Microservices Developer,135200.0,10,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
892,Java Developer,130000.0,-1,MASTER,-1,0,4,17,-1,3.9,3.9,3.9,3.9,3.9,4.0
893,Java Developer (AWS),140400.0,5,BACHELOR,-1,0,1,-1,2,5.0,-1,-1,-1,-1,-1
894,Java Full Stack Developer,138320.0,4,MASTER,SENIOR,0,3,-1,-1,-1,-1,-1,-1,-1,-1
895,Sr. Full Stack Java Angular Developer (BHJOB22048_741),77114.0,5,BACHELOR,SENIOR,0,1,13,2,4.5,4.0,4.2,4.3,4.3,4.3
896,AWS Developer,166400.0,5,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
897,Java Backend Developer,119600.0,7,BACHELOR,-1,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
898,Java Developer,101691.2,4,MASTER,-1,0,1,-1,-1,4.1,4.1,4.0,4.0,4.0,4.1
899,React JS Developer,109200.0,9,MASTER,-1,0,2,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
900,Software Developer,124800.0,2,BACHELOR,-1,1,2,-1,4,3.8,3.3,2.6,3.1,3.3,3.8
901,Java Developer with React,140400.0,9,BACHELOR,-1,1,2,6,-1,4.3,4.0,4.0,4.3,3.9,4.1
902,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,0,5,24,6,3.5,3.5,3.2,3.4,3.2,3.5
903,Java Backend Engineer,104227.0,5,BACHELOR,SENIOR,0,2,19,4,4.3,4.2,4.3,4.7,4.7,4.5
904,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
905,Python Developer With ReactJS,130000.0,10,MASTER,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
906,Back End Developer,140400.0,3,DOCTOR,-1,0,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
908,Java Backend Developer,114400.0,6,BACHELOR,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
909,Core Java/J2EE developer,109200.0,10,MASTER,-1,0,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
910,Sr. Java Developer,140400.0,12,BACHELOR,-1,0,1,13,3,3.9,3.7,3.8,3.5,3.5,3.4
911,Frontend UI Developer,105000.0,7,MASTER,-1,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
912,Apigee API Software Developer,114400.0,-1,MASTER,SENIOR,1,2,-1,-1,5.0,5.0,4.7,4.9,4.7,5.0
913,Java Microservices Developer,135200.0,10,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
914,Java Developer (Backend),130000.0,7,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
915,Sr. Java Developer,145600.0,2,MASTER,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
916,Java Backend Developer,119600.0,7,BACHELOR,-1,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
918,Senior Contract Java Developer,130000.0,8,BACHELOR,SENIOR,0,1,-1,-1,-1,-1,-1,-1,-1,-1
919,Senior Software Developer,135900.0,4,BACHELOR,SENIOR,0,7,12,8,3.7,3.6,3.5,3.6,3.3,3.6
920,Sr. Java Developer,140400.0,-1,DOCTOR,-1,0,2,-1,-1,5.0,5.0,4.6,4.8,4.8,4.8
921,Factory Java Developer,114400.0,8,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
922,Java Developer Mid,94449.0,4,BACHELOR,-1,0,1,-1,1,3.6,3.4,3.2,3.4,3.4,3.2
924,Full Stack Java,119600.0,1,DOCTOR,-1,1,1,-1,-1,4.7,4.7,4.5,4.7,4.3,4.5
925,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
926,Java Developer (AWS),140400.0,5,BACHELOR,-1,0,1,-1,2,5.0,-1,-1,-1,-1,-1
927,Sr. Backend Java Developer,140400.0,10,MASTER,-1,0,5,16,7,3.6,3.6,3.8,3.8,3.2,3.9
928,AWS with Java Developer,121264.0,10,DOCTOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
929,Full Stack Java Trainee,62400.0,-1,BACHELOR,SENIOR,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
930,Software Developer,124800.0,2,BACHELOR,-1,1,2,-1,4,3.8,3.3,2.6,3.1,3.3,3.8
931,AWS Developer,166400.0,5,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
932,Terraform developer,156000.0,5,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
933,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
934,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,0,5,24,6,3.5,3.5,3.2,3.4,3.2,3.5
935,Java Backend Developer,114400.0,6,BACHELOR,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
937,Java Backend Engineer,104227.0,5,BACHELOR,SENIOR,0,2,19,4,4.3,4.2,4.3,4.7,4.7,4.5
938,Core Java/J2EE developer,109200.0,10,MASTER,-1,0,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
939,Back End Developer,140400.0,3,DOCTOR,-1,0,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
940,Java Developer,124800.0,5,BACHELOR,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
941,Java Developer,135200.0,6,BACHELOR,JUNIOR,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
942,Sr. Java Developer,140400.0,12,BACHELOR,-1,0,1,13,3,3.9,3.7,3.8,3.5,3.5,3.4
943,Java Developer,130000.0,-1,MASTER,-1,0,4,17,-1,3.9,3.9,3.9,3.9,3.9,4.0
944,Frontend UI Developer,105000.0,7,MASTER,-1,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
945,React JS Developer,109200.0,9,MASTER,-1,0,2,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
946,Sr. Java Developer,145600.0,2,MASTER,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
947,Java Backend Developer,119600.0,7,BACHELOR,-1,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
948,Java Microservices Developer,135200.0,10,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
949,Factory Java Developer,114400.0,8,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
950,Java Developer (Backend),130000.0,7,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
952,Java Full Stack Developer,130000.0,7,BACHELOR,SENIOR,0,3,25,4,4.0,4.1,3.9,4.2,4.3,4.2
953,Senior Software Developer,135900.0,4,BACHELOR,SENIOR,0,7,12,8,3.7,3.6,3.5,3.6,3.3,3.6
954,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
956,Full Stack Java,119600.0,1,DOCTOR,-1,1,1,-1,-1,4.7,4.7,4.5,4.7,4.3,4.5
957,Sr. Java Developer,140400.0,-1,DOCTOR,-1,0,2,-1,-1,5.0,5.0,4.6,4.8,4.8,4.8
959,Java Developer (AWS),140400.0,5,BACHELOR,-1,0,1,-1,2,5.0,-1,-1,-1,-1,-1
960,Software Developer,124800.0,2,BACHELOR,-1,1,2,-1,4,3.8,3.3,2.6,3.1,3.3,3.8
961,AWS Developer,166400.0,5,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
962,Terraform developer,156000.0,5,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
964,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
965,Java Developer with React,140400.0,9,BACHELOR,-1,1,2,6,-1,4.3,4.0,4.0,4.3,3.9,4.1
967,Java Developer,130000.0,-1,MASTER,-1,0,4,17,-1,3.9,3.9,3.9,3.9,3.9,4.0
968,Java Backend Engineer,104227.0,5,BACHELOR,SENIOR,0,2,19,4,4.3,4.2,4.3,4.7,4.7,4.5
969,Core Java/J2EE developer,109200.0,10,MASTER,-1,0,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
970,Back End Developer,140400.0,3,DOCTOR,-1,0,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
971,Java Backend Developer,119600.0,7,BACHELOR,-1,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
972,Java Developer,124800.0,5,BACHELOR,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
973,Java Developer (Backend),130000.0,7,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
974,Frontend UI Developer,105000.0,7,MASTER,-1,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
975,Sr. Java Developer,140400.0,12,BACHELOR,-1,0,1,13,3,3.9,3.7,3.8,3.5,3.5,3.4
976,Java Microservices Developer,135200.0,10,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
977,Sr. Java Developer,145600.0,2,MASTER,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
978,Python Developer With ReactJS,130000.0,10,MASTER,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
979,Java Full Stack Developer,130000.0,7,BACHELOR,SENIOR,0,3,25,4,4.0,4.1,3.9,4.2,4.3,4.2
980,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
981,React JS Developer,109200.0,9,MASTER,-1,0,2,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
982,Factory Java Developer,114400.0,8,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
983,Software Developer,135200.0,3,MASTER,-1,0,2,-1,-1,4.3,3.9,4.0,4.4,4.3,4.1
984,Sr. Java Developer,140400.0,-1,DOCTOR,-1,0,2,-1,-1,5.0,5.0,4.6,4.8,4.8,4.8
985,Java Developer,135200.0,10,BACHELOR,SENIOR,0,2,11,-1,4.5,4.4,3.7,4.0,4.5,3.8
986,Full Stack Java,119600.0,1,DOCTOR,-1,1,1,-1,-1,4.7,4.7,4.5,4.7,4.3,4.5
987,Full Stack Java Trainee,62400.0,-1,BACHELOR,SENIOR,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
990,Software Developer,124800.0,2,BACHELOR,-1,1,2,-1,4,3.8,3.3,2.6,3.1,3.3,3.8
991,Java Developer with React,140400.0,9,BACHELOR,-1,1,2,6,-1,4.3,4.0,4.0,4.3,3.9,4.1
992,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,0,5,24,6,3.5,3.5,3.2,3.4,3.2,3.5
993,Java Backend Engineer,104227.0,5,BACHELOR,SENIOR,0,2,19,4,4.3,4.2,4.3,4.7,4.7,4.5
994,Python Developer With ReactJS,130000.0,10,MASTER,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
996,Java Backend Developer,114400.0,6,BACHELOR,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
997,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
998,Java Developer,135200.0,6,BACHELOR,JUNIOR,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
999,Java Developer,124800.0,5,BACHELOR,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1002,Back End Developer,140400.0,3,DOCTOR,-1,0,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
1003,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
1004,Core Java/J2EE developer,109200.0,10,MASTER,-1,0,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
1005,Sr. Java Developer,140400.0,12,BACHELOR,-1,0,1,13,3,3.9,3.7,3.8,3.5,3.5,3.4
1006,Java Developer,130000.0,-1,MASTER,-1,0,4,17,-1,3.9,3.9,3.9,3.9,3.9,4.0
1007,Frontend UI Developer,105000.0,7,MASTER,-1,0,2,13,4,4.0,3.7,3.8,3.7,3.5,3.9
1008,Factory Java Developer,114400.0,8,BACHELOR,SENIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1009,Java Backend Developer,119600.0,7,BACHELOR,-1,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
1010,Full Stack Java,119600.0,1,DOCTOR,-1,1,1,-1,-1,4.7,4.7,4.5,4.7,4.3,4.5
1011,Java Microservices Developer,135200.0,10,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1012,Sr. Java Developer,145600.0,2,MASTER,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1013,Java Developer,135200.0,10,BACHELOR,SENIOR,0,2,11,-1,4.5,4.4,3.7,4.0,4.5,3.8
1014,AWS Developer,166400.0,5,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1015,Apigee API Software Developer,114400.0,-1,MASTER,SENIOR,1,2,-1,-1,5.0,5.0,4.7,4.9,4.7,5.0
1016,Sr. Java Developer,140400.0,-1,DOCTOR,-1,0,2,-1,-1,5.0,5.0,4.6,4.8,4.8,4.8
1017,Java Developer (AWS),140400.0,5,BACHELOR,-1,0,1,-1,2,5.0,-1,-1,-1,-1,-1
1019,Java Developer,130000.0,1,BACHELOR,-1,0,5,-1,-1,4.5,4.5,4.2,4.5,4.3,4.3
1020,Software Developer,124800.0,2,BACHELOR,-1,1,2,-1,4,3.8,3.3,2.6,3.1,3.3,3.8
1021,Java Developer with React,140400.0,9,BACHELOR,-1,1,2,6,-1,4.3,4.0,4.0,4.3,3.9,4.1
1022,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,0,5,24,6,3.5,3.5,3.2,3.4,3.2,3.5
1023,Python Developer With ReactJS,130000.0,10,MASTER,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
1024,Java Backend Engineer,104227.0,5,BACHELOR,SENIOR,0,2,19,4,4.3,4.2,4.3,4.7,4.7,4.5
1025,AWS Developer,166400.0,5,BACHELOR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1026,Software Developer,140400.0,1,BACHELOR,-1,0,1,-1,-1,4.1,4.1,4.1,4.1,4.1,4.1
1027,Terraform developer,156000.0,5,MASTER,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1028,Java Backend Developer,114400.0,6,BACHELOR,-1,0,3,14,3,4.7,4.4,4.3,4.6,4.4,4.5
1029,Java Developer,124800.0,5,BACHELOR,JUNIOR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1031,Sr. Java Developer(Onsite),148720.0,8,BACHELOR,SENIOR,0,2,-1,-1,3.6,3.0,3.0,2.5,3.0,2.5
1032,Back End Developer,140400.0,3,DOCTOR,-1,0,2,8,2,4.9,4.9,4.7,4.9,4.9,4.9
1033,Java Full Stack Developer,130000.0,7,BACHELOR,SENIOR,0,3,25,4,4.0,4.1,3.9,4.2,4.3,4.2
1034,Core Java/J2EE developer,109200.0,10,MASTER,-1,0,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,5.0
1035,Sr. Java Developer,140400.0,12,BACHELOR,-1,0,1,13,3,3.9,3.7,3.8,3.5,3.5,3.4
1037,Java Backend Developer,119600.0,7,BACHELOR,-1,0,1,-1,-1,5.0,4.5,4.5,5.0,5.0,5.0
1038,Java Developer,130000.0,-1,MASTER,-1,0,4,17,-1,3.9,3.9,3.9,3.9,3.9,4.0
1039,Apigee API Software Developer,114400.0,-1,MASTER,SENIOR,1,2,-1,-1,5.0,5.0,4.7,4.9,4.7,5.0
