,Job Title,Annual Salary,Experience,Education,Position,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
757,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 14:56:05.977260
758,Java Backend Developer,119600.0,7,BACHELOR,-1,"Raleigh, NC",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.5,4.5,5.0,5.0,5.0,"Cloud Shift Technologies LLC
5.0",2023-05-11 14:56:10.460120
759,Software Engineer 1,80000.0,1,BACHELOR,-1,"Golden, CO",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ServiceCore,2023-05-11 14:56:14.743522
760,IT Software Developer,72800.0,3,MASTER,-1,"San Francisco, CA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Adverts247,2023-05-11 14:56:17.863529
761,Software Developer,156000.0,1,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,3.0,4.0,5.0,5.0,5.0,"Insigma Health Corp
5.0",2023-05-11 14:56:21.247589
762,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 14:56:26.846822
763,Software Developer,94109.0,7,BACHELOR,SENIOR,"Milwaukee, WI",0,1001 to 5000 Employees,5,1919,104,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),7,Company - Private,4.3,4.2,4.1,4.4,4.1,3.9,"Robert W. Baird
4.3",2023-05-11 14:56:31.662112
764,Junior Software Developer (Remote),68078.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-11 14:56:35.815068
765,Frontend Software Developer (React/React Native),120000.0,5,MASTER,-1,"Pleasant Grove, UT",0,1 to 50 Employees,1,2012,11,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,-1,Company - Private,3.5,3.6,3.4,3.5,3.0,3.6,"Q Sciences
3.5",2023-05-11 14:56:38.871637
766,Software QA Engineer,105000.0,5,MASTER,-1,Remote,1,51 to 200 Employees,2,2016,7,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.8,3.1,3.5,3.0,2.9,3.5,"WireWheel
2.8",2023-05-11 14:56:43.082286
767,Core Java/J2EE developer,109200.0,10,MASTER,-1,"Reston, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,5.0,5.0,5.0,5.0,5.0,"SAM NETWORK SYSTEMS
5.0",2023-05-11 14:56:49.068812
768,Front End WinUI Developer,72800.0,2,MASTER,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Open Group Management LLC,2023-05-11 14:56:53.652380
769,Senior Software Test Engineer,116480.0,4,BACHELOR,SENIOR,"Decatur, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 14:56:57.290225
770,Jr. Software Developer,72758.0,3,BACHELOR,JUNIOR,"Huntsville, AL",0,51 to 200 Employees,2,-1,-1,Aerospace & Defense,Aerospace & Defense,$5 to $25 million (USD),3,Government,4.9,4.4,4.9,4.9,4.8,4.6,"Penta Research
4.9",2023-05-11 14:57:00.398372
771,Software Developer,99364.0,-1,MASTER,-1,"Syosset, NY",0,1 to 50 Employees,1,1982,41,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.1,2.6,2.7,2.7,2.7,2.6,"Hi-tek Data
3.1",2023-05-11 14:57:04.404522
772,Java Backend Developer,114400.0,6,BACHELOR,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 14:57:08.318927
773,Software Engineer,80377.0,3,BACHELOR,-1,"Crane, IN",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.0,4.4,4.6,4.3,4.5,"JRC Integrated Systems, LLC
4.3",2023-05-11 14:57:13.021408
774,Software Developer,146640.0,-1,BACHELOR,-1,"Omaha, NE",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Blue Space Health Care,2023-05-11 14:57:16.984792
775,Software Engineer (Remote),122500.0,1,BACHELOR,-1,"New York, NY",0,1 to 50 Employees,1,2014,9,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.5,3.5,3.1,4.0,3.4,4.3,"Climb Credit
3.5",2023-05-11 14:57:19.757576
778,Software Developer,135200.0,3,MASTER,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 14:57:30.335879
779,Java Full Stack Developer 021,150800.0,5,MASTER,SENIOR,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Reuben Cooley Inc.,2023-05-11 14:57:35.960125
780,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 14:57:43.380507
781,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 14:57:47.844324
782,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 14:57:50.632159
784,Junior Software Developer (Remote),68078.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-11 14:57:59.850074
785,Software Developer,99364.0,-1,MASTER,-1,"Syosset, NY",0,1 to 50 Employees,1,1982,41,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.1,2.6,2.7,2.7,2.7,2.6,"Hi-tek Data
3.1",2023-05-11 14:58:03.135429
786,Software Developer,156000.0,1,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,3.0,4.0,5.0,5.0,5.0,"Insigma Health Corp
5.0",2023-05-11 14:58:07.048951
787,Software Engineer,80377.0,3,BACHELOR,-1,"Crane, IN",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.0,4.4,4.6,4.3,4.5,"JRC Integrated Systems, LLC
4.3",2023-05-11 14:58:11.125542
788,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 14:58:15.155431
789,Software Developer,94109.0,7,BACHELOR,SENIOR,"Milwaukee, WI",0,1001 to 5000 Employees,5,1919,104,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),7,Company - Private,4.3,4.2,4.1,4.4,4.1,3.9,"Robert W. Baird
4.3",2023-05-11 14:58:20.763165
790,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 14:58:24.953152
791,Software Developer,146640.0,-1,-1,-1,"Omaha, NE",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-11 14:58:27.723189
792,Software Developer,97500.0,-1,MASTER,SENIOR,"Lakewood, CO",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.5,3.9,4.0,5.0,3.9,4.5,"Woodridge Software
4.5",2023-05-11 14:58:30.443565
793,Software Developer,135200.0,3,MASTER,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 14:58:34.485211
794,"Jr. Software Developer (Java, Python)",88400.0,1,BACHELOR,JUNIOR,"Chicago, IL",0,1 to 50 Employees,1,-1,-1,-1,-1,$1 to $5 million (USD),2,Company - Private,5.0,-1,-1,-1,-1,-1,"DSMH LLC
5.0",2023-05-11 14:58:38.626052
795,Senior Software Test Engineer,116480.0,4,BACHELOR,SENIOR,"Decatur, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 14:58:43.131617
796,Java Developer Mid,94442.0,4,BACHELOR,-1,"Irving, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Less than $1 million (USD),1,Company - Private,3.6,3.4,3.2,3.4,3.4,3.2,"OscarMike
3.6",2023-05-11 14:58:46.233460
797,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 14:58:50.330229
798,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Digital Plus Solutions,2023-05-11 14:58:54.393132
799,Software Developer,86285.0,-1,MASTER,-1,"Dahlgren, VA",0,201 to 500 Employees,3,1999,24,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4,Company - Private,4.7,4.4,4.3,4.8,4.6,4.6,"Rite-Solutions, Inc.
4.7",2023-05-11 14:58:58.101213
800,Software Developer,75000.0,3,BACHELOR,-1,"Birmingham, AL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Sigao,2023-05-11 14:59:02.564078
801,Java Developer with Spark,137500.0,5,-1,-1,"Columbus, OH",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 14:59:06.119117
802,Software Developer,90000.0,3,BACHELOR,-1,Remote,1,201 to 500 Employees,3,1985,38,Investment & Asset Management,Financial Services,$100 to $500 million (USD),6,Company - Private,4.4,4.4,3.7,4.3,4.0,4.0,"Green Street
4.4",2023-05-11 14:59:10.389932
803,Java Developer,130000.0,-1,MASTER,-1,"Plano, TX",0,501 to 1000 Employees,4,2006,17,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.9,3.9,3.9,3.9,3.9,4.0,"On Demand Agility Software Pvt Ltd
3.9",2023-05-11 14:59:14.579184
804,SOFTWARE DEVELOPER,92824.0,-1,BACHELOR,-1,"Ronkonkoma, NY",0,Unknown,-1,-1,-1,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,2.3,2.2,1.9,2.0,1.5,2.0,"Perfume Center of America
2.3",2023-05-11 14:59:18.933756
808,Software Engineer,96717.0,3,BACHELOR,-1,"Dallas, TX",0,51 to 200 Employees,2,2006,17,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,Company - Private,3.9,3.7,3.1,3.9,3.9,3.9,"Healthmark Group
3.9",2023-05-11 14:59:36.434035
809,Innovation Software Test Engineer,114400.0,5,BACHELOR,SENIOR,Remote,1,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,PVD,2023-05-11 14:59:41.171430
810,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 14:59:49.740311
811,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 14:59:55.227911
812,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 14:59:58.637380
814,Junior Software Developer (Remote),68078.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-11 15:00:12.396924
815,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 15:00:15.310411
816,Software Developer,94109.0,7,BACHELOR,SENIOR,"Milwaukee, WI",0,1001 to 5000 Employees,5,1919,104,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),7,Company - Private,4.3,4.2,4.1,4.4,4.1,3.9,"Robert W. Baird
4.3",2023-05-11 15:00:19.357716
817,Software Developer,99364.0,-1,MASTER,-1,"Syosset, NY",0,1 to 50 Employees,1,1982,41,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.1,2.6,2.7,2.7,2.7,2.6,"Hi-tek Data
3.1",2023-05-11 15:00:23.256174
819,Software Developer,156000.0,1,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,3.0,4.0,5.0,5.0,5.0,"Insigma Health Corp
5.0",2023-05-11 15:00:32.708085
820,Software Developer,75000.0,3,BACHELOR,-1,"Birmingham, AL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Sigao,2023-05-11 15:00:37.760543
822,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 15:00:43.274214
823,Software Developer,90000.0,3,BACHELOR,-1,Remote,1,201 to 500 Employees,3,1985,38,Investment & Asset Management,Financial Services,$100 to $500 million (USD),6,Company - Private,4.4,4.4,3.7,4.3,4.0,4.0,"Green Street
4.4",2023-05-11 15:00:46.768115
824,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Digital Plus Solutions,2023-05-11 15:00:50.758306
825,Software Engineer,80377.0,3,BACHELOR,-1,"Crane, IN",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.0,4.4,4.6,4.3,4.5,"JRC Integrated Systems, LLC
4.3",2023-05-11 15:00:55.008883
826,Java Developer with Spark,137500.0,5,-1,-1,"Columbus, OH",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 15:00:59.293007
827,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 15:01:03.429410
828,Software Developer,86285.0,-1,MASTER,-1,"Dahlgren, VA",0,201 to 500 Employees,3,1999,24,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4,Company - Private,4.7,4.4,4.3,4.8,4.6,4.6,"Rite-Solutions, Inc.
4.7",2023-05-11 15:01:07.526452
829,Senior Software Test Engineer,116480.0,4,BACHELOR,SENIOR,"Decatur, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 15:01:12.067267
830,SOFTWARE DEVELOPER,92824.0,-1,BACHELOR,-1,"Ronkonkoma, NY",0,Unknown,-1,-1,-1,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,2.3,2.2,1.9,2.0,1.5,2.0,"Perfume Center of America
2.3",2023-05-11 15:01:14.941411
831,Software Developer,135200.0,3,MASTER,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 15:01:19.690240
833,Java Developer,130000.0,-1,MASTER,-1,"Plano, TX",0,501 to 1000 Employees,4,2006,17,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.9,3.9,3.9,3.9,3.9,4.0,"On Demand Agility Software Pvt Ltd
3.9",2023-05-11 15:01:26.105536
834,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 15:01:30.809338
836,Software Developer,146640.0,-1,BACHELOR,-1,"Omaha, NE",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Blue Space Health Care,2023-05-11 15:01:37.250116
837,Software Developer,97500.0,-1,MASTER,SENIOR,"Lakewood, CO",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.5,3.9,4.0,5.0,3.9,4.5,"Woodridge Software
4.5",2023-05-11 15:01:41.762509
838,Java Developer,107500.0,9,MASTER,-1,"Minneapolis, MN",0,Unknown,-1,2006,17,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Self-employed,4.0,3.7,3.8,3.9,3.5,3.8,"Okaya infocom
4.0",2023-05-11 15:01:45.844626
839,Senior Java/J2EE Developer,116480.0,12,MASTER,SENIOR,"Charlotte, NC",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,INA solution,2023-05-11 15:01:49.838191
840,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 15:01:56.399841
842,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 15:02:05.093355
843,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 15:02:07.968259
844,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 15:02:12.285167
845,Java Backend Developer,119600.0,7,BACHELOR,-1,"Raleigh, NC",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.5,4.5,5.0,5.0,5.0,"Cloud Shift Technologies LLC
5.0",2023-05-11 15:02:15.045834
847,Software Engineer 1,80000.0,1,BACHELOR,-1,"Golden, CO",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ServiceCore,2023-05-11 15:02:21.207499
849,Software Developer - JAVA (#0000101540),142480.0,7,BACHELOR,SENIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 15:02:26.299103
850,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 15:02:30.808065
852,Core Java/J2EE developer,109200.0,10,MASTER,-1,"Reston, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,5.0,5.0,5.0,5.0,5.0,"SAM NETWORK SYSTEMS
5.0",2023-05-11 15:02:36.684368
853,Linux Software Developer,87500.0,-1,BACHELOR,SENIOR,"Pewaukee, WI",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Real Time Automation,2023-05-11 15:02:41.120226
855,Java Backend Developer,114400.0,6,BACHELOR,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 15:02:48.409057
856,Java Developer Mid,94442.0,4,BACHELOR,-1,"Irving, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Less than $1 million (USD),1,Company - Private,3.6,3.4,3.2,3.4,3.4,3.2,"OscarMike
3.6",2023-05-11 15:02:52.800277
857,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 15:02:56.742892
858,Software Engineer,80377.0,3,BACHELOR,-1,"Crane, IN",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.0,4.4,4.6,4.3,4.5,"JRC Integrated Systems, LLC
4.3",2023-05-11 15:03:00.964425
859,Senior Software Engineer,119600.0,2,MASTER,SENIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Technology in Motion, LLC",2023-05-11 15:03:04.916009
860,Full Stack Java,119600.0,1,DOCTOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,4.7,4.7,4.5,4.7,4.3,4.5,"Fuge Technologies Inc
4.7",2023-05-11 15:03:08.621532
861,IT Software Developer,72800.0,3,MASTER,-1,"San Francisco, CA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Adverts247,2023-05-11 15:03:12.937731
862,Frontend Software Developer (React/React Native),120000.0,5,MASTER,-1,"Pleasant Grove, UT",0,1 to 50 Employees,1,2012,11,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,-1,Company - Private,3.5,3.6,3.4,3.5,3.0,3.6,"Q Sciences
3.5",2023-05-11 15:03:15.686719
863,Software Developer,156000.0,1,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,3.0,4.0,5.0,5.0,5.0,"Insigma Health Corp
5.0",2023-05-11 15:03:19.743806
865,Software QA Engineer,105000.0,5,MASTER,-1,Remote,1,51 to 200 Employees,2,2016,7,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.8,3.1,3.5,3.0,2.9,3.5,"WireWheel
2.8",2023-05-11 15:03:25.750524
866,Senior Software Test Engineer,116480.0,4,BACHELOR,SENIOR,"Decatur, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 15:03:30.718412
868,Software Developer,99364.0,-1,-1,-1,"Syosset, NY",0,1 to 50 Employees,1,1982,41,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.1,2.6,2.7,2.7,2.7,2.6,"Hi-tek Data
3.1",2023-05-11 15:03:39.704032
869,Jr. Software Developer,72945.0,5,BACHELOR,-1,"Huntsville, AL",0,51 to 200 Employees,2,2012,11,Aerospace & Defense,Aerospace & Defense,$1 to $5 million (USD),2,Company - Private,3.2,3.5,3.6,3.3,3.1,3.1,"Archarithms Inc
3.2",2023-05-11 15:03:44.833190
870,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 15:03:53.482489
872,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 15:04:02.118237
873,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 15:04:05.514140
875,Junior Software Developer (Remote),68078.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-11 15:04:12.506606
876,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 15:04:15.917707
877,Java Backend Developer,119600.0,7,BACHELOR,-1,"Raleigh, NC",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.5,4.5,5.0,5.0,5.0,"Cloud Shift Technologies LLC
5.0",2023-05-11 15:04:21.361416
878,Software Engineer 1,80000.0,1,BACHELOR,-1,"Golden, CO",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ServiceCore,2023-05-11 15:04:26.307216
879,Java Developer with Spark,137500.0,5,-1,-1,"Columbus, OH",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 15:04:30.876600
880,IT Software Developer,72800.0,3,MASTER,-1,"San Francisco, CA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Adverts247,2023-05-11 15:04:36.265263
