,Job Title,Annual Salary,Experience,Education,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
997,web developer designer,44720.0,1,2,"Miami, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2M EQUIPMENT,2023-05-14 08:57:39.586229
998,UI/UX Developer,70033.6,-1,1,Remote,1,51 to 200 Employees,2,2006,17,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.1,4.3,4.1,4.2,4.2,4.1,"ArchsystemInc
4.1",2023-05-14 08:57:41.616870
999,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 08:57:44.145433
1000,Frontend UI Developer,105000.0,7,2,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-14 08:57:47.555460
1001,Web Designer / Developer,79058.0,-1,1,"New York, NY",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,HIYO DESIGN,2023-05-14 08:57:52.487002
1002,Software Engineer,94303.0,-1,1,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 08:57:54.752994
1003,Java Developer (Contract),124800.0,20,1,"Foster City, CA",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:57:57.434198
1004,Web Designer,62400.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Graybill Creative,2023-05-14 08:58:00.272808
1006,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 08:58:06.695026
1007,Web Developer - Contract,166400.0,4,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,The Uplift Agency,2023-05-14 08:58:08.899760
1008,"Software Developer, Frontend",120000.0,-1,1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-14 08:58:10.924478
1009,Frontend Engineer,112459.0,5,2,"New York, NY",0,501 to 1000 Employees,4,-1,-1,Consumer Product Manufacturing,Manufacturing,$100 to $500 million (USD),6,Subsidiary or Business Segment,4.1,3.7,3.5,4.1,4.2,4.0,"Tetra
4.1",2023-05-14 08:58:13.512921
1010,Frontend Engineer,98245.0,-1,1,"Corvallis, OR",0,1 to 50 Employees,1,-1,-1,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,5.0,4.0,4.0,4.0,4.0,4.0,"BigML
5.0",2023-05-14 08:58:16.218136
1011,UI Developer,130000.0,1,2,Remote,1,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,"Sunixa Solutions
4.9",2023-05-14 08:58:18.878104
1012,Front End Developer - UI,90633.0,6,2,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 08:58:23.386218
1015,Jr Frontend Developer,70000.0,20,1,"Austin, TX",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:58:31.422358
1017,Frontend Web Developer,90731.0,-1,2,"Newark, CA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Tasktoday,2023-05-14 08:58:39.559832
1018,Full Stack Software Developer,107500.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Atalan Tech,2023-05-14 08:58:42.192548
1019,Jr Frontend Developer,70000.0,10,1,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-14 08:58:44.128527
1020,Freelance Web Designer/Developer,59280.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Coral House Productions,2023-05-14 08:58:56.279846
1022,Frontend (UI) Engineer,160000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:59:01.372203
1024,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 08:59:07.753021
1025,Web Designer/Developer,41600.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,EMDL,2023-05-14 08:59:10.647052
1026,web developer designer,44720.0,1,2,"Miami, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2M EQUIPMENT,2023-05-14 08:59:12.710756
1027,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 08:59:15.769838
1028,"Software Engineer, Frontend",160000.0,8,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:59:22.127982
1029,UI/UX Developer,70033.6,-1,1,Remote,1,51 to 200 Employees,2,2006,17,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.1,4.3,4.1,4.2,4.2,4.1,"ArchsystemInc
4.1",2023-05-14 08:59:24.393983
1030,Frontend UI Developer,105000.0,7,2,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-14 08:59:26.979918
1031,Web Designer / Developer,79058.0,-1,1,"New York, NY",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,HIYO DESIGN,2023-05-14 08:59:29.594364
1032,Software Engineer,94303.0,-1,1,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 08:59:31.889558
1033,Web Developer - Contract,166400.0,4,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,The Uplift Agency,2023-05-14 08:59:35.410009
1034,Web Designer,62400.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Graybill Creative,2023-05-14 08:59:38.985308
1035,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 08:59:40.986631
1036,Frontend Engineer,112459.0,5,2,"New York, NY",0,501 to 1000 Employees,4,-1,-1,Consumer Product Manufacturing,Manufacturing,$100 to $500 million (USD),6,Subsidiary or Business Segment,4.1,3.7,3.5,4.1,4.2,4.0,"Tetra
4.1",2023-05-14 08:59:43.992054
1037,Java Developer (Contract),124800.0,20,1,"Foster City, CA",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:59:46.628020
1038,UI Developer,130000.0,1,2,Remote,1,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,"Sunixa Solutions
4.9",2023-05-14 08:59:49.166875
1039,Senior Developer - Full Stack,114388.0,7,2,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 08:59:52.501966
1040,Frontend Engineer,98245.0,-1,1,"Corvallis, OR",0,1 to 50 Employees,1,-1,-1,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,5.0,4.0,4.0,4.0,4.0,4.0,"BigML
5.0",2023-05-14 08:59:56.836861
1044,Full Stack Developer,130000.0,10,1,Remote,1,51 to 200 Employees,2,2017,6,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.5,4.3,4.4,4.3,4.7,"Gridiron IT
4.5",2023-05-14 09:00:13.696336
1045,"Web Developer, Marketing",75200.0,3,1,Remote,1,10000+ Employees,7,2016,7,Machinery Manufacturing,Manufacturing,$5 to $10 billion (USD),8,Company - Public,3.4,3.5,3.6,3.7,3.1,3.3,"Gordian
3.4",2023-05-14 09:00:16.241918
1046,"Software Developer, Frontend",120000.0,-1,1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-14 09:00:18.618420
1047,Front End Developer - UI,90633.0,6,2,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 09:00:21.478097
1048,Jr Frontend Developer,70000.0,20,1,"Austin, TX",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 09:00:25.791610
1051,Freelance Web Designer/Developer,59280.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Coral House Productions,2023-05-14 09:00:42.454084
1053,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 09:00:47.890979
1054,Frontend (UI) Engineer,160000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 09:00:50.452416
1055,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 09:00:52.361112
1056,Frontend Engineer,112459.0,5,2,"New York, NY",0,501 to 1000 Employees,4,-1,-1,Consumer Product Manufacturing,Manufacturing,$100 to $500 million (USD),6,Subsidiary or Business Segment,4.1,3.7,3.5,4.1,4.2,4.0,"Tetra
4.1",2023-05-14 09:00:54.820450
1057,Software Engineer,94303.0,-1,1,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 09:00:57.254293
1059,Web Designer/Developer,41600.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,EMDL,2023-05-14 09:01:03.948147
1060,UI Developer,130000.0,1,2,Remote,1,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,"Sunixa Solutions
4.9",2023-05-14 09:01:05.852294
1061,Frontend Engineer,98245.0,-1,1,"Corvallis, OR",0,1 to 50 Employees,1,-1,-1,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,5.0,4.0,4.0,4.0,4.0,4.0,"BigML
5.0",2023-05-14 09:01:08.538258
1062,web developer designer,44720.0,1,2,"Miami, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2M EQUIPMENT,2023-05-14 09:01:11.315462
1063,Front End Web Developer/Designer (WordPress Expertise Required),70900.0,2,1,"Ridgefield, CT",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Aspire Digital Solutions,2023-05-14 09:01:13.687095
1064,Web Designer,65000.0,3,1,"Rockville, MD",0,Unknown,-1,-1,-1,Sporting Goods Stores,Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Private,3.8,3.8,3.2,3.2,3.0,3.8,"Sport Squad
3.8",2023-05-14 09:01:17.154673
1065,Web Designer,62400.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Graybill Creative,2023-05-14 09:01:20.015931
1067,Web Developer / Graphic Designer Remote Part-Time Flexible,46800.0,7,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1GS Digital Agency,2023-05-14 09:01:24.253824
1068,Web Designer,37440.0,3,1,"New York, NY",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HaKuRaKu So,2023-05-14 09:01:26.207918
1069,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 09:01:28.121594
1070,"Software Engineer, Frontend",160000.0,8,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 09:01:30.025181
1071,Web developer,88400.0,5,1,"New York, NY",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HealthyLine,2023-05-14 09:01:33.038389
1073,Email Developer,67600.0,1,1,Remote,1,1 to 50 Employees,1,-1,-1,Consumer Product Manufacturing,Manufacturing,$5 to $25 million (USD),3,Company - Private,3.7,3.6,3.7,3.8,3.9,3.6,"Reischling Press, Inc.
3.7",2023-05-14 09:01:37.962098
1076,UI/UX Developer,70033.6,-1,1,Remote,1,51 to 200 Employees,2,2006,17,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.1,4.3,4.1,4.2,4.2,4.1,"ArchsystemInc
4.1",2023-05-14 09:01:44.951990
1077,Frontend UI Developer,105000.0,7,2,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-14 09:01:47.520954
1079,Web Designer / Developer,79058.0,-1,1,"New York, NY",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,HIYO DESIGN,2023-05-14 09:01:53.886652
1081,Freelance Web Designer/Developer,59280.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Coral House Productions,2023-05-14 09:02:07.888971
1082,Frontend (UI) Engineer,160000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 09:02:09.783425
1084,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 09:02:15.964386
1085,"Software Engineer, Frontend",160000.0,8,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 09:02:18.485369
1086,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 09:02:20.425733
1087,Web Designer/Developer,41600.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,EMDL,2023-05-14 09:02:22.990252
1088,web developer designer,44720.0,1,2,"Miami, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2M EQUIPMENT,2023-05-14 09:02:24.845046
1089,Frontend UI Developer,105000.0,7,2,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-14 09:02:27.813907
1090,Frontend Engineer,112459.0,5,2,"New York, NY",0,501 to 1000 Employees,4,-1,-1,Consumer Product Manufacturing,Manufacturing,$100 to $500 million (USD),6,Subsidiary or Business Segment,4.1,3.7,3.5,4.1,4.2,4.0,"Tetra
4.1",2023-05-14 09:02:30.668605
1091,UI/UX Developer,70033.6,-1,1,Remote,1,51 to 200 Employees,2,2006,17,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.1,4.3,4.1,4.2,4.2,4.1,"ArchsystemInc
4.1",2023-05-14 09:02:33.154527
1092,Web Designer / Developer,79058.0,-1,1,"New York, NY",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,HIYO DESIGN,2023-05-14 09:02:35.682349
1093,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 09:02:37.903334
1094,Software Engineer,94303.0,-1,1,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 09:02:39.903617
1095,Java Developer (Contract),124800.0,20,1,"Foster City, CA",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 09:02:44.674991
1097,Frontend Engineer,98245.0,-1,1,"Corvallis, OR",0,1 to 50 Employees,1,-1,-1,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,5.0,4.0,4.0,4.0,4.0,4.0,"BigML
5.0",2023-05-14 09:02:49.677529
1098,Web Developer - Contract,166400.0,4,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,The Uplift Agency,2023-05-14 09:02:52.241161
1099,UI Developer,130000.0,1,2,Remote,1,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,"Sunixa Solutions
4.9",2023-05-14 09:02:54.178332
1100,"Software Developer, Frontend",120000.0,-1,1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-14 09:02:59.562325
1101,Front End Developer - UI,90633.0,6,2,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 09:03:02.101541
1102,Web Designer,62400.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Graybill Creative,2023-05-14 09:03:04.677705
1104,Web Developer,110531.2,7,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,symplore,2023-05-14 09:03:09.119409
1107,Web Designer,65000.0,3,1,"Rockville, MD",0,Unknown,-1,-1,-1,Sporting Goods Stores,Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Private,3.8,3.8,3.2,3.2,3.0,3.8,"Sport Squad
3.8",2023-05-14 09:03:18.998351
1108,Web Designer,37440.0,3,1,"New York, NY",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HaKuRaKu So,2023-05-14 09:03:22.638112
1110,Freelance Web Designer/Developer,59280.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Coral House Productions,2023-05-14 09:03:37.314754
1112,Frontend (UI) Engineer,160000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 09:03:43.703248
1114,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 09:03:48.338451
1115,"Software Engineer, Frontend",160000.0,8,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 09:03:51.114820
1116,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 09:03:52.996200
1117,Web Designer/Developer,41600.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,EMDL,2023-05-14 09:03:57.840928
1118,web developer designer,44720.0,1,2,"Miami, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2M EQUIPMENT,2023-05-14 09:04:00.192443
1119,Frontend UI Developer,105000.0,7,2,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-14 09:04:02.229857
1120,Frontend Engineer,112459.0,5,2,"New York, NY",0,501 to 1000 Employees,4,-1,-1,Consumer Product Manufacturing,Manufacturing,$100 to $500 million (USD),6,Subsidiary or Business Segment,4.1,3.7,3.5,4.1,4.2,4.0,"Tetra
4.1",2023-05-14 09:04:04.846909
1121,UI/UX Developer,70033.6,-1,1,Remote,1,51 to 200 Employees,2,2006,17,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.1,4.3,4.1,4.2,4.2,4.1,"ArchsystemInc
4.1",2023-05-14 09:04:07.343387
1122,Web Designer / Developer,79058.0,-1,1,"New York, NY",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,HIYO DESIGN,2023-05-14 09:04:09.919052
1123,Software Engineer,94303.0,-1,1,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 09:04:14.865741
1124,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 09:04:17.512848
1125,Frontend Engineer,98245.0,-1,1,"Corvallis, OR",0,1 to 50 Employees,1,-1,-1,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,5.0,4.0,4.0,4.0,4.0,4.0,"BigML
5.0",2023-05-14 09:04:19.515785
1126,Web Developer - Contract,166400.0,4,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,The Uplift Agency,2023-05-14 09:04:22.008215
1127,UI Developer,130000.0,1,2,Remote,1,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,"Sunixa Solutions
4.9",2023-05-14 09:04:23.935800
1128,Full Stack Developer,130000.0,10,1,Remote,1,51 to 200 Employees,2,2017,6,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.5,4.3,4.4,4.3,4.7,"Gridiron IT
4.5",2023-05-14 09:04:26.531808
1130,Web Designer,62400.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Graybill Creative,2023-05-14 09:04:33.045351
1131,Java Developer (Contract),124800.0,20,1,"Foster City, CA",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 09:04:34.982544
1133,Web Developer,110531.2,7,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,symplore,2023-05-14 09:04:47.584750
1136,Front End Developer - UI,90633.0,6,2,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 09:04:56.322549
1137,Web Designer,37440.0,3,1,"New York, NY",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HaKuRaKu So,2023-05-14 09:04:59.404410
1138,"Software Developer, Frontend",120000.0,-1,1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-14 09:05:01.408568
1139,"Web Developer, Frontend - React",61314.0,-1,2,"Burnsville, MN",0,201 to 500 Employees,3,1985,38,Colleges & Universities,Education,$100 to $500 million (USD),6,Company - Private,3.4,2.2,2.7,3.1,2.8,3.6,"Mackin Educational Resources
3.4",2023-05-14 09:05:06.191983
1140,Freelance Web Designer/Developer,59280.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Coral House Productions,2023-05-14 09:05:18.569619
1142,Frontend (UI) Engineer,160000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 09:05:23.347062
