,Job Title,Annual Salary,Experience,Education,Position,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
1025,Senior Software Developer,135900.0,4,0,1,"Aurora, CO",0,10000+ Employees,7,2011,12,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),8,Company - Public,3.7,3.6,3.5,3.6,3.3,3.6,"HelloFresh
3.7",2023-05-12 00:10:58.209300
1026,Senior Java/J2EE Developer,111280.0,12,0,1,"Charlotte, NC",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,INA Solution Inc,2023-05-12 00:11:00.767019
1027,Java Developer (Backend),130000.0,7,0,1,"Alpharetta, GA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Samjose Infotech,2023-05-12 00:11:02.632555
1028,Java Developer,109200.0,6,0,1,"Plano, TX",0,201 to 500 Employees,3,-1,-1,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.5,4.4,4.2,4.4,3.8,4.4,"Intone Networks
4.5",2023-05-12 00:11:04.921143
1029,Frontend UI Developer,105000.0,7,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-12 00:11:07.647939
1030,Sr. Backend Engineer,145600.0,8,0,1,"Berkeley Heights, NJ",0,51 to 200 Employees,2,2008,15,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,-1,Company - Private,4.1,4.2,3.9,4.2,4.3,4.1,"Maven Workforce
4.1",2023-05-12 00:11:13.334588
1031,Java Developer,101691.2,4,1,-1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.1,4.1,4.0,4.0,4.0,4.1,"eJAmerica
4.1",2023-05-12 00:11:16.323539
1032,Senior Contract Java Developer,130000.0,8,0,1,"Plano, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Match Made Tech,2023-05-12 00:11:18.849977
1033,Java Backend Developer,114400.0,6,0,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-12 00:11:21.062985
1034,Software Developer,93600.0,10,1,1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,-1,-1,-1,-1,-1,-1,Arreglo Consulting,2023-05-12 00:11:23.641902
1035,Java Developer,104166.4,6,0,1,"San Jose, CA",0,51 to 200 Employees,2,2013,10,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.6,4.4,4.2,4.7,4.4,4.4,"Plaxonic
4.6",2023-05-12 00:11:25.918229
1036,SENIOR Java backend Developer,156000.0,10,1,-1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,TrackerGO CRM,2023-05-12 00:11:30.162123
1037,Sr. Java Developer(Onsite),148720.0,8,0,1,"San Francisco, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,3.6,3.0,3.0,2.5,3.0,2.5,"ProIT Inc.
3.6",2023-05-12 00:11:32.877641
1038,Java Developer,124800.0,-1,0,-1,"Irving, TX",0,10000+ Employees,7,1927,96,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Private,3.3,3.1,3.0,3.1,3.0,2.9,"7-Eleven
3.3",2023-05-12 00:11:35.633772
1039,Java Developer,92080.0,6,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Investment & Asset Management,Financial Services,$1 to $5 million (USD),2,Company - Private,3.3,3.0,3.4,3.1,3.0,3.3,"Kinetix Trading Solutions Inc
3.3",2023-05-12 00:11:38.245090
1040,Java Developer (backend)(Only for US and GC candidate),83200.0,6,1,-1,"Cary, NC",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.0,4.0,4.0,4.0,4.0,"DAtec Solutions
5.0",2023-05-12 00:11:40.822534
1041,Automation Testing Software Developer,114400.0,-1,0,-1,"Tucson, AZ",0,51 to 200 Employees,2,-1,-1,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.7,2.3,2.8,3.0,2.6,3.2,"BEPC Inc
3.7",2023-05-12 00:11:45.057947
1042,Java Full Stack Developer,130000.0,4,1,-1,"Wilmington, DE",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-12 00:11:47.724718
1044,Java Developer Mid,94449.0,4,0,-1,"Irving, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Less than $1 million (USD),1,Company - Private,3.6,3.4,3.2,3.4,3.4,3.2,"OscarMike
3.6",2023-05-12 00:11:52.595250
1045,Full Stack Java Developer,83771.0,5,0,1,"Atlanta, GA",0,201 to 500 Employees,3,2000,23,Software Development,Information Technology,Unknown / Non-Applicable,-1,Subsidiary or Business Segment,3.7,3.5,3.8,3.5,3.5,4.2,"NexTraq
3.7",2023-05-12 00:11:55.432984
1046,Sr. Java Developer,140400.0,12,0,-1,"Dimondale, MI",0,1 to 50 Employees,1,2010,13,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.9,3.7,3.8,3.5,3.5,3.4,"GSK Solutions Inc
3.9",2023-05-12 00:11:59.314370
1049,Python Developer,145600.0,3,1,1,"Irving, TX",0,1001 to 5000 Employees,5,2007,16,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.6,3.8,3.8,3.2,3.9,"Python Developer
3.6",2023-05-12 00:12:07.232278
1050,Terraform developer,156000.0,5,1,-1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yaggle IT,2023-05-12 00:12:20.759620
1051,Software Developer - JAVA (#0000101540),142480.0,5,0,0,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-12 00:12:22.716405
1052,Sr. Java Developer,145600.0,2,1,0,"Alpharetta, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hemanth,2023-05-12 00:12:27.643822
1053,Factory Java Developer,114400.0,8,0,1,"McLean, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Techsara solutions Inc,2023-05-12 00:12:30.012040
1054,Java Developer,124800.0,5,0,0,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Think Another LLC,2023-05-12 00:12:32.355125
1055,Senior Software Developer,135900.0,4,0,1,"Aurora, CO",0,10000+ Employees,7,2011,12,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),8,Company - Public,3.7,3.6,3.5,3.6,3.3,3.6,"HelloFresh
3.7",2023-05-12 00:12:34.315645
1056,Senior Java/J2EE Developer,111280.0,12,0,1,"Charlotte, NC",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,INA Solution Inc,2023-05-12 00:12:36.898447
1057,Java Developer (Backend),130000.0,7,0,1,"Alpharetta, GA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Samjose Infotech,2023-05-12 00:12:38.923243
1058,Java Developer,109200.0,6,0,1,"Plano, TX",0,201 to 500 Employees,3,-1,-1,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.5,4.4,4.2,4.4,3.8,4.4,"Intone Networks
4.5",2023-05-12 00:12:41.295234
1059,Frontend UI Developer,105000.0,7,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-12 00:12:45.871638
1060,Sr. Backend Engineer,145600.0,8,0,1,"Berkeley Heights, NJ",0,51 to 200 Employees,2,2008,15,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,-1,Company - Private,4.1,4.2,3.9,4.2,4.3,4.1,"Maven Workforce
4.1",2023-05-12 00:12:48.591837
1061,Java Developer,101691.2,4,1,-1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.1,4.1,4.0,4.0,4.0,4.1,"eJAmerica
4.1",2023-05-12 00:12:51.201841
1062,Senior Contract Java Developer,130000.0,8,0,1,"Plano, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Match Made Tech,2023-05-12 00:12:53.683736
1063,Java Backend Developer,114400.0,6,0,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-12 00:12:55.942034
1064,Software Developer,93600.0,10,1,1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,-1,-1,-1,-1,-1,-1,Arreglo Consulting,2023-05-12 00:13:01.404551
1065,Java Developer,104166.4,6,0,1,"San Jose, CA",0,51 to 200 Employees,2,2013,10,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.6,4.4,4.2,4.7,4.4,4.4,"Plaxonic
4.6",2023-05-12 00:13:03.771923
1066,SENIOR Java backend Developer,156000.0,10,1,-1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,TrackerGO CRM,2023-05-12 00:13:06.353483
1067,Sr. Java Developer(Onsite),148720.0,8,0,1,"San Francisco, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,3.6,3.0,3.0,2.5,3.0,2.5,"ProIT Inc.
3.6",2023-05-12 00:13:08.661977
1068,Java Developer,124800.0,-1,0,-1,"Irving, TX",0,10000+ Employees,7,1927,96,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Private,3.3,3.1,3.0,3.1,3.0,2.9,"7-Eleven
3.3",2023-05-12 00:13:11.757077
1069,Java Developer,92080.0,6,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Investment & Asset Management,Financial Services,$1 to $5 million (USD),2,Company - Private,3.3,3.0,3.4,3.1,3.0,3.3,"Kinetix Trading Solutions Inc
3.3",2023-05-12 00:13:14.424325
1070,Java Developer (backend)(Only for US and GC candidate),83200.0,6,1,-1,"Cary, NC",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.0,4.0,4.0,4.0,4.0,"DAtec Solutions
5.0",2023-05-12 00:13:18.534276
1071,Automation Testing Software Developer,114400.0,-1,0,-1,"Tucson, AZ",0,51 to 200 Employees,2,-1,-1,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.7,2.3,2.8,3.0,2.6,3.2,"BEPC Inc
3.7",2023-05-12 00:13:21.026844
1072,Java Full Stack Developer,130000.0,4,1,-1,"Wilmington, DE",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-12 00:13:23.742297
1074,Java Developer Mid,94449.0,4,0,-1,"Irving, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Less than $1 million (USD),1,Company - Private,3.6,3.4,3.2,3.4,3.4,3.2,"OscarMike
3.6",2023-05-12 00:13:28.536800
1075,Full Stack Java Developer,83771.0,5,0,1,"Atlanta, GA",0,201 to 500 Employees,3,2000,23,Software Development,Information Technology,Unknown / Non-Applicable,-1,Subsidiary or Business Segment,3.7,3.5,3.8,3.5,3.5,4.2,"NexTraq
3.7",2023-05-12 00:13:33.209872
1076,Sr. Java Developer,140400.0,12,0,-1,"Dimondale, MI",0,1 to 50 Employees,1,2010,13,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.9,3.7,3.8,3.5,3.5,3.4,"GSK Solutions Inc
3.9",2023-05-12 00:13:35.900754
1077,java microservices developer,144248.0,9,1,-1,"California, KY",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Suprasoft,2023-05-12 00:13:38.462358
1079,Python Developer,145600.0,3,1,1,"Irving, TX",0,1001 to 5000 Employees,5,2007,16,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.6,3.8,3.8,3.2,3.9,"Python Developer
3.6",2023-05-12 00:13:43.237062
1080,Terraform developer,156000.0,5,1,-1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yaggle IT,2023-05-12 00:13:57.185459
1081,Software Developer - JAVA (#0000101540),142480.0,5,0,0,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-12 00:14:00.110528
1082,Sr. Java Developer,145600.0,2,1,0,"Alpharetta, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hemanth,2023-05-12 00:14:02.766620
1083,Factory Java Developer,114400.0,8,0,1,"McLean, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Techsara solutions Inc,2023-05-12 00:14:06.365074
1084,Java Developer,124800.0,5,0,0,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Think Another LLC,2023-05-12 00:14:11.172846
1085,Senior Software Developer,135900.0,4,0,1,"Aurora, CO",0,10000+ Employees,7,2011,12,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),8,Company - Public,3.7,3.6,3.5,3.6,3.3,3.6,"HelloFresh
3.7",2023-05-12 00:14:13.204177
1086,Senior Java/J2EE Developer,111280.0,12,0,1,"Charlotte, NC",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,INA Solution Inc,2023-05-12 00:14:15.797326
1087,Java Developer (Backend),130000.0,7,0,1,"Alpharetta, GA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Samjose Infotech,2023-05-12 00:14:17.798502
1088,Java Developer,109200.0,6,0,1,"Plano, TX",0,201 to 500 Employees,3,-1,-1,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.5,4.4,4.2,4.4,3.8,4.4,"Intone Networks
4.5",2023-05-12 00:14:20.138079
1089,Frontend UI Developer,105000.0,7,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-12 00:14:22.750964
1090,Sr. Backend Engineer,145600.0,8,0,1,"Berkeley Heights, NJ",0,51 to 200 Employees,2,2008,15,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,-1,Company - Private,4.1,4.2,3.9,4.2,4.3,4.1,"Maven Workforce
4.1",2023-05-12 00:14:26.856313
1091,Java Developer,101691.2,4,1,-1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.1,4.1,4.0,4.0,4.0,4.1,"eJAmerica
4.1",2023-05-12 00:14:29.528073
1092,Senior Contract Java Developer,130000.0,8,0,1,"Plano, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Match Made Tech,2023-05-12 00:14:32.070823
1093,Java Backend Developer,114400.0,6,0,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-12 00:14:34.412052
1094,Software Developer,93600.0,10,1,1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,-1,-1,-1,-1,-1,-1,Arreglo Consulting,2023-05-12 00:14:36.949838
1095,Java Developer,104166.4,6,0,1,"San Jose, CA",0,51 to 200 Employees,2,2013,10,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.6,4.4,4.2,4.7,4.4,4.4,"Plaxonic
4.6",2023-05-12 00:14:41.020933
1096,SENIOR Java backend Developer,156000.0,10,1,-1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,TrackerGO CRM,2023-05-12 00:14:43.706124
1097,Sr. Java Developer(Onsite),148720.0,8,0,1,"San Francisco, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,3.6,3.0,3.0,2.5,3.0,2.5,"ProIT Inc.
3.6",2023-05-12 00:14:45.984193
1098,Java Developer,124800.0,-1,0,-1,"Irving, TX",0,10000+ Employees,7,1927,96,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Private,3.3,3.1,3.0,3.1,3.0,2.9,"7-Eleven
3.3",2023-05-12 00:14:48.487964
1099,Java Developer,92080.0,6,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Investment & Asset Management,Financial Services,$1 to $5 million (USD),2,Company - Private,3.3,3.0,3.4,3.1,3.0,3.3,"Kinetix Trading Solutions Inc
3.3",2023-05-12 00:14:51.074492
1100,Java Developer (backend)(Only for US and GC candidate),83200.0,6,1,-1,"Cary, NC",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.0,4.0,4.0,4.0,4.0,"DAtec Solutions
5.0",2023-05-12 00:14:55.370499
1101,Automation Testing Software Developer,114400.0,-1,0,-1,"Tucson, AZ",0,51 to 200 Employees,2,-1,-1,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.7,2.3,2.8,3.0,2.6,3.2,"BEPC Inc
3.7",2023-05-12 00:14:57.874441
1102,Java Full Stack Developer,130000.0,4,1,-1,"Wilmington, DE",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-12 00:15:00.390646
1104,Java Developer Mid,94449.0,4,0,-1,"Irving, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Less than $1 million (USD),1,Company - Private,3.6,3.4,3.2,3.4,3.4,3.2,"OscarMike
3.6",2023-05-12 00:15:05.311334
1105,Full Stack Java Developer,83771.0,5,0,1,"Atlanta, GA",0,201 to 500 Employees,3,2000,23,Software Development,Information Technology,Unknown / Non-Applicable,-1,Subsidiary or Business Segment,3.7,3.5,3.8,3.5,3.5,4.2,"NexTraq
3.7",2023-05-12 00:15:08.025103
1106,Sr. Java Developer,140400.0,12,0,-1,"Dimondale, MI",0,1 to 50 Employees,1,2010,13,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.9,3.7,3.8,3.5,3.5,3.4,"GSK Solutions Inc
3.9",2023-05-12 00:15:12.034843
1107,java microservices developer,144248.0,9,1,-1,"California, KY",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Suprasoft,2023-05-12 00:15:14.640056
1109,Python Developer,145600.0,3,1,1,"Irving, TX",0,1001 to 5000 Employees,5,2007,16,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.6,3.8,3.8,3.2,3.9,"Python Developer
3.6",2023-05-12 00:15:19.176592
1110,Terraform developer,156000.0,5,1,-1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yaggle IT,2023-05-12 00:15:32.904769
1111,Software Developer - JAVA (#0000101540),142480.0,5,0,0,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-12 00:15:35.534870
1112,Sr. Java Developer,145600.0,2,1,0,"Alpharetta, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hemanth,2023-05-12 00:15:38.157276
1113,Factory Java Developer,114400.0,8,0,1,"McLean, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Techsara solutions Inc,2023-05-12 00:15:40.114695
1114,Java Developer,124800.0,5,0,0,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Think Another LLC,2023-05-12 00:15:42.434273
1115,Senior Software Developer,135900.0,4,0,1,"Aurora, CO",0,10000+ Employees,7,2011,12,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),8,Company - Public,3.7,3.6,3.5,3.6,3.3,3.6,"HelloFresh
3.7",2023-05-12 00:15:44.408536
1116,Sr. Backend Engineer,145600.0,8,0,1,"Berkeley Heights, NJ",0,51 to 200 Employees,2,2008,15,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,-1,Company - Private,4.1,4.2,3.9,4.2,4.3,4.1,"Maven Workforce
4.1",2023-05-12 00:15:47.753699
1117,Senior Java/J2EE Developer,111280.0,12,0,1,"Charlotte, NC",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,INA Solution Inc,2023-05-12 00:15:52.762133
1118,Java Developer (Backend),130000.0,7,0,1,"Alpharetta, GA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Samjose Infotech,2023-05-12 00:15:54.685066
1119,Sr. Java Developer(Onsite),148720.0,8,0,1,"San Francisco, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,3.6,3.0,3.0,2.5,3.0,2.5,"ProIT Inc.
3.6",2023-05-12 00:15:57.012564
1120,Frontend UI Developer,105000.0,7,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-12 00:15:59.625168
1121,Java Developer,109200.0,6,0,1,"Plano, TX",0,201 to 500 Employees,3,-1,-1,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.5,4.4,4.2,4.4,3.8,4.4,"Intone Networks
4.5",2023-05-12 00:16:02.263889
1122,Java Developer,101691.2,4,1,-1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.1,4.1,4.0,4.0,4.0,4.1,"eJAmerica
4.1",2023-05-12 00:16:06.626755
1123,Senior Contract Java Developer,130000.0,8,0,1,"Plano, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Match Made Tech,2023-05-12 00:16:09.253067
1124,Java Developer,104166.4,6,0,1,"San Jose, CA",0,51 to 200 Employees,2,2013,10,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.6,4.4,4.2,4.7,4.4,4.4,"Plaxonic
4.6",2023-05-12 00:16:11.571212
1125,Java Backend Developer,114400.0,6,0,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-12 00:16:14.253704
1127,SENIOR Java backend Developer,156000.0,10,1,-1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,TrackerGO CRM,2023-05-12 00:16:18.414009
1128,Software Developer,93600.0,10,1,1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,-1,-1,-1,-1,-1,-1,Arreglo Consulting,2023-05-12 00:16:23.663098
1129,Java Developer,92080.0,6,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Investment & Asset Management,Financial Services,$1 to $5 million (USD),2,Company - Private,3.3,3.0,3.4,3.1,3.0,3.3,"Kinetix Trading Solutions Inc
3.3",2023-05-12 00:16:26.021059
1131,Automation Testing Software Developer,114400.0,-1,0,-1,"Tucson, AZ",0,51 to 200 Employees,2,-1,-1,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.7,2.3,2.8,3.0,2.6,3.2,"BEPC Inc
3.7",2023-05-12 00:16:30.925002
1132,Full Stack Java Developer,83771.0,5,0,1,"Atlanta, GA",0,201 to 500 Employees,3,2000,23,Software Development,Information Technology,Unknown / Non-Applicable,-1,Subsidiary or Business Segment,3.7,3.5,3.8,3.5,3.5,4.2,"NexTraq
3.7",2023-05-12 00:16:33.859174
1133,Java Developer (backend)(Only for US and GC candidate),83200.0,6,1,-1,"Cary, NC",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.0,4.0,4.0,4.0,4.0,"DAtec Solutions
5.0",2023-05-12 00:16:36.745866
1134,Java Backend Developer,114400.0,10,0,1,"Saint Louis, MO",0,1 to 50 Employees,1,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.6,4.6,4.2,4.4,4.3,4.6,"Tekfortune Inc
4.6",2023-05-12 00:16:41.196949
1135,Python Developer,130000.0,6,0,-1,"Charlotte, NC",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,keasis Inc,2023-05-12 00:16:43.826912
1136,Java Developer Mid,94449.0,4,0,-1,"Irving, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Less than $1 million (USD),1,Company - Private,3.6,3.4,3.2,3.4,3.4,3.2,"OscarMike
3.6",2023-05-12 00:16:45.745649
1138,Python Developer,145600.0,3,1,1,"Irving, TX",0,1001 to 5000 Employees,5,2007,16,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),7,Company - Private,3.6,3.6,3.8,3.8,3.2,3.9,"Python Developer
3.6",2023-05-12 00:16:50.888064
